,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,51.384,53.922,54.29,54.29,54.29,53.682,53.501,53.501,53.115,53.176,53.081,53.081,53.081,53.085,53.124,53.124,53.2,53.187,53.099,53.099
1,-112.06,-114.19,-114.61,-114.61,-114.61,-114.04,-113.83,-113.83,-113.51,-113.56,-113.48,-113.48,-113.48,-113.5,-113.5,-113.5,-113.59,-113.56,-113.49,-113.49
2,-10.24,-10.599,-10.513,-10.513,-10.513,-10.48,-10.499,-10.499,-10.436,-10.451,-10.436,-10.436,-10.436,-10.424,-10.456,-10.456,-10.44,-10.457,-10.443,-10.443
3,-0.13161,-0.13794,-0.13943,-0.13943,-0.13943,-0.13458,-0.13607,-0.13607,-0.13518,-0.13422,-0.13573,-0.13573,-0.13573,-0.13482,-0.13591,-0.13591,-0.13557,-0.13628,-0.1359,-0.1359
4,-9.6724e-05,-0.00010246,-0.00010314,-0.00010314,-0.00010314,-9.8719e-05,-9.926e-05,-9.926e-05,-9.925e-05,-9.7912e-05,-9.9303e-05,-9.9303e-05,-9.9303e-05,-9.8778e-05,-9.9294e-05,-9.9294e-05,-9.9084e-05,-9.9352e-05,-9.9455e-05,-9.9455e-05
5,8.0653,7.9425,7.9512,7.9512,7.9512,7.9787,7.9633,7.9633,7.9599,7.9701,7.9656,7.9656,7.9656,7.9664,7.9648,7.9648,7.9649,7.9658,7.9654,7.9654
6,0.88921,0.94429,0.93455,0.93455,0.93455,0.92843,0.92953,0.92953,0.93111,0.93156,0.93147,0.93147,0.93147,0.93035,0.92976,0.92976,0.93078,0.92987,0.93042,0.93042
7,0.031803,0.034057,0.030511,0.030511,0.030511,0.027434,0.029376,0.029376,0.029355,0.028189,0.028755,0.028755,0.028755,0.028442,0.029118,0.029118,0.028639,0.028917,0.028924,0.028924
8,0.022402,0.017815,0.022091,0.022091,0.022091,0.025187,0.021714,0.021714,0.022419,0.02364,0.022883,0.022883,0.022883,0.023155,0.022327,0.022327,0.022913,0.022546,0.022613,0.022613
9,-0.00010749,-0.00010021,-6.6601e-05,-6.6601e-05,-6.6601e-05,0.00067257,0.00078083,0.00078083,0.00074073,0.0010018,0.001417,0.001417,0.001417,0.0014918,0.0014416,0.0014416,0.0015026,0.0015266,0.0014584,0.0014584
10,-2.7848e-05,0.00025261,0.00094254,0.00094254,0.00094254,0.00050303,0.00080912,0.00080912,0.00065976,0.00046075,0.00011864,0.00011864,0.00011864,9.9609e-05,0.00013341,0.00013341,0.00010046,8.0834e-05,0.00011976,0.00011976
11,-9.6152e-07,3.3608e-05,5.4533e-05,5.4533e-05,5.4533e-05,4.4199e-05,1.8928e-05,1.8928e-05,4.3406e-05,4.0627e-05,5.6246e-05,5.6246e-05,5.6246e-05,4.3216e-05,4.8345e-05,4.8345e-05,4.9661e-05,4.2984e-05,4.8263e-05,4.8263e-05
12,1.5381e-05,3.6774e-06,2.6255e-05,2.6255e-05,2.6255e-05,2.8496e-05,1.1533e-05,1.1533e-05,1.9422e-05,2.4385e-05,7.4891e-06,7.4891e-06,7.4891e-06,6.2794e-06,2.5014e-06,2.5014e-06,4.7826e-06,1.865e-06,1.0291e-06,1.0291e-06
13,5.0681e-06,-4.2363e-07,3.1981e-07,3.1981e-07,3.1981e-07,3.7817e-07,5.9119e-07,5.9119e-07,-8.8594e-07,-1.3907e-06,-1.9302e-06,-1.9302e-06,-1.9302e-06,-1.6001e-06,-1.1067e-06,-1.1067e-06,-2.2609e-06,-2.1905e-06,-1.5948e-06,-1.5948e-06
14,2.4849e-06,,,,,,,,,-6.6689e-07,-8.4267e-07,-8.4267e-07,-8.4267e-07,-3.5398e-07,-1.0223e-06,-1.0223e-06,-1.2169e-08,-9.6896e-08,-7.5797e-07,-7.5797e-07
15,2.0894e-07,,,,,,,,,,,,,,9.475e-08,9.475e-08,,,,
