8	-8.982483875
16	-8.86263175
32	-8.8988795
72	-8.946561375
72	-8.946561375
100	-8.951239625
128	-8.947485375
288	-8.944289625
400	-8.943747
512	-8.94323175
512	-8.94323175
324	-8.9437575
784	-8.9436325
784	-8.9436325
1024	-8.94305875
1024	-8.94305875
864	-8.942795625
1014	-8.943573875
1350	-8.943692375
1452	-8.943738625
1800	-8.943505375
2904	-8.943468125
2048	-8.94291825
2312	-8.9435385
2704	-8.943668875
3240	-8.943427125
3610	-8.9434395
3920	-8.943385375
4000	-8.943472375
4410	-8.943469375
5120	-8.94345275
5760	-8.943437125
6144	-8.94346525
6912	-8.9433375
6912	-8.9433375
7776	-8.9434325
9408	-8.943431375
9408	-8.943431375
10800	-8.9434255
10800	-8.9434255
11616	-8.943395625
14400	-8.943417375
14400	-8.943417375
14400	-8.943417375
15488	-8.943417375
15488	-8.943417375
16384	-8.943407625
18496	-8.943418375
20736	-8.9434175
20736	-8.9434175
21632	-8.943417
23104	-8.9434165
25920	-8.943416875
27040	-8.94341975
28880	-8.94341675
28880	-8.94341675
31360	-8.943417625
31360	-8.943417625
32000	-8.943411125
35280	-8.9434175
36000	-8.943418
38720	-8.943416875
40960	-8.943417125
42320	-8.943415
46080	-8.943414875
49152	-8.943415875
49152	-8.943415875
52272	-8.94341525
52272	-8.94341525
55296	-8.943414875
55296	-8.943414875
62424	-8.943415125
62424	-8.943415125
69984	-8.9434155
69984	-8.9434155
69984	-8.9434155
77976	-8.943415625
77976	-8.943415625
