,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,26.365,25.903,26.911,25.799,26.198,26.068,25.982,26.035,26.224,26.122,26.074,26.108,25.989,26.228,26.137,26.14,26.157,26.091,26.152,26.081,26.175,26.175,26.109,26.231,26.148,26.153,26.126,26.19,26.182
1,-65.53,-64.944,-65.92,-64.858,-65.229,-65.091,-65.038,-65.095,-65.247,-65.165,-65.11,-65.143,-65.034,-65.25,-65.169,-65.172,-65.19,-65.128,-65.185,-65.117,-65.206,-65.208,-65.141,-65.259,-65.173,-65.183,-65.159,-65.224,-65.211
2,-2.4589,-2.3311,-2.4058,-2.3627,-2.3905,-2.3749,-2.3517,-2.3578,-2.3848,-2.3832,-2.3694,-2.3784,-2.372,-2.3912,-2.3785,-2.3815,-2.3754,-2.3739,-2.38,-2.3765,-2.3807,-2.3785,-2.3782,-2.3842,-2.3852,-2.3791,-2.3797,-2.3781,-2.3832
3,-0.016656,-0.015526,-0.016016,-0.015855,-0.01594,-0.015898,-0.01565,-0.015674,-0.015914,-0.015871,-0.015778,-0.015891,-0.015825,-0.015949,-0.015875,-0.015905,-0.015833,-0.015823,-0.01589,-0.01585,-0.015898,-0.015849,-0.015855,-0.015921,-0.015927,-0.015898,-0.015865,-0.015844,-0.015904
4,-0.0001529,-0.00014408,-0.00014773,-0.00014778,-0.00014886,-0.00014822,-0.00014697,-0.00014703,-0.00014785,-0.00014794,-0.00014706,-0.00014842,-0.00014725,-0.0001484,-0.00014756,-0.00014857,-0.00014767,-0.0001476,-0.00014803,-0.0001478,-0.00014826,-0.00014767,-0.00014783,-0.00014827,-0.00014845,-0.00014814,-0.00014771,-0.00014762,-0.00014812
5,0.14209,0.14275,0.14426,0.14361,0.14255,0.14242,0.14331,0.14278,0.14315,0.14276,0.14303,0.14273,0.14306,0.14274,0.14261,0.14278,0.1427,0.14267,0.14265,0.1427,0.14271,0.14268,0.14269,0.14266,0.14271,0.14273,0.14263,0.1427,0.14268
6,0.10409,0.10493,0.10582,0.10557,0.10471,0.10456,0.10499,0.10481,0.10507,0.1048,0.10495,0.10486,0.10507,0.1049,0.10473,0.10486,0.10482,0.10482,0.10481,0.10483,0.10481,0.10481,0.10481,0.1048,0.10482,0.10483,0.10478,0.10483,0.1048
7,-7.9688e-05,-8.0939e-05,-7.8521e-05,-7.9095e-05,-8.0253e-05,-8.0296e-05,-7.7948e-05,-8.0501e-05,-7.9606e-05,-8.0383e-05,-7.9886e-05,-8.1002e-05,-8.0187e-05,-8.141e-05,-8.0471e-05,-8.0598e-05,-8.0717e-05,-8.1439e-05,-8.1163e-05,-8.0892e-05,-8.0578e-05,-8.0883e-05,-8.0967e-05,-8.0756e-05,-8.0546e-05,-8.0691e-05,-8.0956e-05,-8.0835e-05,-8.0716e-05
8,-3.3863e-06,-2.9239e-06,-2.1409e-06,-2.6334e-06,-2.9036e-06,-3.0636e-06,-2.7801e-06,-2.6303e-06,-2.7465e-06,-2.8276e-06,-2.6781e-06,-2.804e-06,-2.8355e-06,-2.8867e-06,-2.8001e-06,-2.7733e-06,-2.7696e-06,-2.7493e-06,-2.8506e-06,-2.8105e-06,-2.7544e-06,-2.7943e-06,-2.7484e-06,-2.814e-06,-2.7743e-06,-2.7756e-06,-2.8213e-06,-2.7889e-06,-2.8274e-06
