,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.52455,0.59881,0.7183,0.7183,0.58674,0.67422,0.56985,0.56985,0.59195,0.54102,0.54102,0.53784,0.56261,0.56557,0.56716,0.5591,0.57861,0.6093,0.56569,0.62109,0.5857,0.5857,0.56195,0.56703,0.59123,0.60914,0.60914,0.57747,0.61766,0.61766,0.56641,0.58519,0.59095,0.58358
1,-4.2415,-4.3065,-4.4394,-4.4394,-4.3091,-4.3979,-4.2908,-4.2908,-4.3102,-4.2618,-4.2618,-4.2594,-4.284,-4.2875,-4.2885,-4.2807,-4.3002,-4.3304,-4.2869,-4.3417,-4.3069,-4.3069,-4.2834,-4.2887,-4.3126,-4.3301,-4.3301,-4.2989,-4.3388,-4.3388,-4.2882,-4.3066,-4.3124,-4.3048
2,-0.040963,-0.044472,-0.049531,-0.049531,-0.046553,-0.046886,-0.045315,-0.045315,-0.045511,-0.044348,-0.044348,-0.043904,-0.044423,-0.044603,-0.044995,-0.044437,-0.044498,-0.044995,-0.044681,-0.045492,-0.044889,-0.044889,-0.044619,-0.044453,-0.044628,-0.045119,-0.045119,-0.044714,-0.045042,-0.045042,-0.044457,-0.044628,-0.044676,-0.044843
3,-4.0908e-06,-4.1058e-06,-5.3272e-06,-5.3272e-06,-4.9588e-06,-4.6183e-06,-4.4735e-06,-4.4735e-06,-4.5645e-06,-4.426e-06,-4.426e-06,-4.3319e-06,-4.6557e-06,-4.4437e-06,-4.5051e-06,-4.3307e-06,-4.3885e-06,-4.6658e-06,-4.4539e-06,-4.4723e-06,-4.4307e-06,-4.4307e-06,-4.5406e-06,-4.4792e-06,-4.5041e-06,-4.5391e-06,-4.5391e-06,-4.4491e-06,-4.419e-06,-4.419e-06,-4.4273e-06,-4.4887e-06,-4.4256e-06,-4.4817e-06
4,-7.4749e-12,-1.1226e-09,-3.2361e-10,-3.2361e-10,8.8728e-10,-4.2255e-10,-1.3166e-10,-1.3166e-10,5.0876e-10,8.6432e-10,8.6432e-10,2.3859e-10,8.8548e-11,-4.2351e-10,5.9984e-10,2.216e-10,8.435e-10,3.0177e-10,7.2802e-10,1.0473e-09,1.2344e-09,1.2344e-09,-7.6585e-10,8.0968e-10,-3.4575e-11,-2.8906e-10,-2.8906e-10,2.551e-10,-7.9719e-10,-7.9719e-10,2.1734e-10,-1.0725e-09,1.361e-09,5.8601e-10
5,0.012855,0.013612,0.013317,0.013317,0.01314,0.012876,0.01284,0.01284,0.012883,0.012937,0.012937,0.012902,0.013,0.012991,0.012968,0.012987,0.012962,0.012971,0.012963,0.012983,0.012969,0.012969,0.012981,0.012969,0.012972,0.012975,0.012975,0.012963,0.012969,0.012969,0.012965,0.012979,0.012973,0.012968
6,0.0095032,0.0099584,0.0097219,0.0097219,0.0096278,0.0094757,0.009464,0.009464,0.0094773,0.0094984,0.0094984,0.0094816,0.0095343,0.0095413,0.0095367,0.0095434,0.0095315,0.0095322,0.0095226,0.0095345,0.0095257,0.0095257,0.0095333,0.0095305,0.0095289,0.0095329,0.0095329,0.009525,0.0095287,0.0095287,0.0095281,0.0095343,0.009531,0.0095283
7,-5.319e-06,-3.4693e-06,-3.8461e-06,-3.8461e-06,-4.5264e-06,-4.8944e-06,-5.0899e-06,-5.0899e-06,-4.8159e-06,-4.7416e-06,-4.7416e-06,-4.6702e-06,-4.4382e-06,-4.6248e-06,-4.7979e-06,-4.6995e-06,-4.7905e-06,-4.7209e-06,-4.6692e-06,-4.6121e-06,-4.6472e-06,-4.6472e-06,-4.6191e-06,-4.7124e-06,-4.6738e-06,-4.7023e-06,-4.7023e-06,-4.7049e-06,-4.7001e-06,-4.7001e-06,-4.7199e-06,-4.653e-06,-4.6928e-06,-4.688e-06
