,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,11.638,12.602,12.506,11.947,11.906,11.957,11.866,12.195,11.945,11.821,11.996,11.943,11.97,11.906,11.947,11.918,11.935,11.98,11.963,11.945,11.961,11.915,11.904,11.976,11.966,11.911,11.908,11.966,11.92,11.975,11.969,11.946,11.982
1,-22.401,-23.379,-23.264,-22.73,-22.668,-22.71,-22.631,-22.947,-22.701,-22.579,-22.76,-22.703,-22.722,-22.666,-22.711,-22.678,-22.694,-22.736,-22.721,-22.705,-22.719,-22.674,-22.663,-22.735,-22.723,-22.672,-22.667,-22.724,-22.679,-22.731,-22.728,-22.705,-22.74
2,-0.53813,-0.5582,-0.5572,-0.53734,-0.53058,-0.53931,-0.53673,-0.54739,-0.53769,-0.53969,-0.53378,-0.54015,-0.54144,-0.53934,-0.53398,-0.53805,-0.53869,-0.54195,-0.53951,-0.53897,-0.54016,-0.5389,-0.53838,-0.53853,-0.5401,-0.53694,-0.53968,-0.54064,-0.53937,-0.5417,-0.53872,-0.53908,-0.53958
3,-0.00038912,-0.0003861,-0.00039099,-0.00038014,-0.0003639,-0.00038711,-0.00037904,-0.00038667,-0.000375,-0.00038311,-0.00037599,-0.00038379,-0.00038914,-0.00037845,-0.00037493,-0.00037903,-0.00038291,-0.00038581,-0.00038187,-0.0003798,-0.00038174,-0.00038181,-0.00038118,-0.00038232,-0.00038107,-0.00038039,-0.00038365,-0.00038354,-0.00038256,-0.00038235,-0.00038124,-0.00038251,-0.00038197
4,-2.655e-08,-3.0722e-08,-3.0191e-08,-3.3559e-08,-3.04e-08,-3.2105e-08,-3.2508e-08,-3.2979e-08,-3.112e-08,-3.1716e-08,-3.1753e-08,-3.1947e-08,-3.2099e-08,-3.2753e-08,-3.0697e-08,-3.0425e-08,-3.2514e-08,-3.0993e-08,-3.1611e-08,-3.1621e-08,-3.1551e-08,-3.2188e-08,-3.0655e-08,-3.1922e-08,-3.0828e-08,-3.1738e-08,-3.2516e-08,-3.2103e-08,-3.1596e-08,-3.1036e-08,-3.1458e-08,-3.1615e-08,-3.2251e-08
5,0.03833,0.039079,0.039299,0.038931,0.039185,0.039318,0.03883,0.038982,0.038844,0.038877,0.038803,0.038903,0.038926,0.038854,0.038902,0.038981,0.038921,0.038905,0.038929,0.038954,0.03893,0.038912,0.038926,0.038916,0.038919,0.038915,0.038925,0.03893,0.03892,0.038924,0.038929,0.038927,0.038929
6,0.028474,0.028714,0.028909,0.028498,0.028747,0.028817,0.028551,0.028637,0.028523,0.028562,0.028494,0.028544,0.028566,0.028529,0.028548,0.028603,0.028581,0.02858,0.028586,0.028597,0.028582,0.028571,0.028582,0.028568,0.028577,0.028571,0.028576,0.028582,0.028574,0.028575,0.028586,0.028586,0.028579
7,-1.6009e-05,-1.3694e-05,-1.1376e-05,-1.0828e-05,-1.0757e-05,-1.2232e-05,-1.2388e-05,-1.1935e-05,-1.1516e-05,-1.2314e-05,-1.2222e-05,-1.1976e-05,-1.3164e-05,-1.2267e-05,-1.2949e-05,-1.258e-05,-1.2891e-05,-1.3038e-05,-1.2121e-05,-1.2064e-05,-1.2033e-05,-1.211e-05,-1.2879e-05,-1.2047e-05,-1.3075e-05,-1.2076e-05,-1.2107e-05,-1.2148e-05,-1.2093e-05,-1.2072e-05,-1.2894e-05,-1.2903e-05,-1.2141e-05
8,-8.1141e-07,-6.8555e-07,-5.9273e-07,-5.5222e-07,-4.3901e-07,-7.9132e-07,-6.121e-07,-5.8041e-07,-5.3791e-07,-5.9886e-07,-6.9383e-07,-6.6594e-07,-8.4733e-07,-6.8534e-07,-7.7059e-07,-7.4172e-07,-7.221e-07,-7.2694e-07,-6.3717e-07,-6.3563e-07,-6.4069e-07,-6.4404e-07,-7.3476e-07,-6.593e-07,-7.9082e-07,-6.589e-07,-6.4458e-07,-6.2942e-07,-6.5406e-07,-6.5761e-07,-7.2508e-07,-7.3286e-07,-6.4199e-07
