,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,35.441,35.585,36.376,35.575,35.721,36.159,35.917,35.715,35.799,35.746,35.698,35.728,35.742,35.743,35.726,35.724,35.765,35.803,35.746,35.753,35.765,35.717,35.785,35.834,35.798,35.721,35.741,35.784,35.729,35.826,35.772
1,-80.932,-81.147,-81.758,-81.089,-81.206,-81.554,-81.383,-81.174,-81.22,-81.213,-81.153,-81.187,-81.197,-81.193,-81.209,-81.194,-81.231,-81.251,-81.214,-81.216,-81.214,-81.176,-81.237,-81.275,-81.252,-81.184,-81.201,-81.236,-81.191,-81.28,-81.235
2,-7.664,-7.5881,-7.755,-7.629,-7.6623,-7.7518,-7.6835,-7.688,-7.7272,-7.6818,-7.6946,-7.6903,-7.6935,-7.6982,-7.6662,-7.6793,-7.683,-7.7005,-7.6811,-7.6854,-7.6989,-7.689,-7.6966,-7.7076,-7.6952,-7.6853,-7.6891,-7.6972,-7.6868,-7.694,-7.6856
3,-0.07992,-0.075078,-0.078486,-0.076359,-0.076528,-0.079135,-0.077456,-0.07804,-0.078909,-0.07765,-0.077708,-0.078158,-0.077887,-0.077904,-0.077357,-0.07781,-0.077809,-0.078214,-0.077682,-0.077763,-0.078011,-0.077796,-0.077941,-0.077939,-0.07776,-0.077853,-0.077765,-0.077918,-0.077735,-0.07793,-0.077883
4,-4.0581e-05,-3.8276e-05,-4.0778e-05,-3.9143e-05,-3.9815e-05,-4.1009e-05,-4.0121e-05,-4.0476e-05,-4.0841e-05,-4.0032e-05,-4.0023e-05,-4.0516e-05,-4.0161e-05,-4.031e-05,-4.0118e-05,-4.0259e-05,-4.0218e-05,-4.049e-05,-4.0188e-05,-4.0231e-05,-4.0315e-05,-4.0227e-05,-4.0227e-05,-4.0313e-05,-4.0275e-05,-4.0271e-05,-4.0234e-05,-4.0274e-05,-4.0214e-05,-4.0296e-05,-4.0349e-05
5,5.9455,5.9643,5.9519,5.9583,5.9591,5.9582,5.9598,5.9591,5.9595,5.9593,5.9598,5.9598,5.959,5.9591,5.9594,5.9597,5.9594,5.9593,5.9593,5.9593,5.9593,5.9593,5.9593,5.9594,5.9593,5.9593,5.9593,5.9593,5.9593,5.9593,5.9592
6,0.71902,0.70708,0.71302,0.70893,0.70797,0.71028,0.71016,0.71076,0.71073,0.71089,0.71163,0.71087,0.71056,0.71096,0.71105,0.71083,0.71099,0.71107,0.71107,0.71106,0.71109,0.71107,0.71109,0.71103,0.71107,0.71107,0.71112,0.71108,0.71108,0.71106,0.7111
7,0.026169,0.02643,0.024997,0.027569,0.025575,0.02577,0.025499,0.025493,0.024947,0.025289,0.025101,0.024872,0.025118,0.024797,0.024967,0.02497,0.024898,0.024929,0.024928,0.024914,0.02492,0.024935,0.024923,0.024962,0.02496,0.024917,0.024887,0.024927,0.024925,0.024921,0.024952
8,0.016006,0.014269,0.016362,0.013135,0.015214,0.015183,0.015427,0.0155,0.016074,0.015698,0.015987,0.016165,0.015839,0.016217,0.016069,0.016046,0.016137,0.016112,0.016114,0.016125,0.016115,0.016108,0.01611,0.01608,0.016068,0.016119,0.016165,0.016114,0.016112,0.016111,0.016084
9,-0.00017226,-9.9516e-05,-0.00011267,-0.00011568,0.00010453,2.5203e-06,6.9916e-05,-8.6883e-06,0.00010888,0.00010443,7.9713e-05,0.0001312,0.00015646,0.00016937,0.00016811,0.0001575,0.00014867,0.00016503,0.00019597,0.00016218,0.00018737,0.00018793,0.00020707,0.00017391,0.00020236,0.00017527,0.00020548,0.00019361,0.00015511,0.0002058,0.00021187
10,-5.4895e-05,0.00016097,0.00023556,0.00018467,0.00011262,0.00011153,7.9339e-05,0.00017783,7.8494e-05,0.00013633,0.00013145,7.7116e-05,8.649e-05,4.4554e-05,5.2536e-05,6.0968e-05,7.2078e-05,5.5296e-05,2.479e-05,5.6478e-05,3.2599e-05,3.0743e-05,1.3823e-05,3.9702e-05,1.9982e-05,4.3593e-05,1.3246e-05,2.5748e-05,6.3609e-05,1.5049e-05,1.3365e-05
11,3.4983e-05,2.1315e-05,1.2467e-05,2.1341e-05,1.1516e-05,1.0253e-05,1.1708e-05,8.6708e-06,1.0734e-05,1.0585e-05,1.1335e-05,1.2225e-05,1.0624e-05,1.2547e-05,1.2793e-05,1.306e-05,1.2323e-05,1.3066e-05,1.3196e-05,1.2838e-05,1.2881e-05,1.3436e-05,1.209e-05,1.3739e-05,1.2507e-05,1.4057e-05,1.0837e-05,1.3682e-05,1.3425e-05,1.2739e-05,1.1855e-05
12,3.444e-05,7.9398e-06,4.4435e-06,4.0373e-06,2.3017e-06,2.1031e-06,1.2985e-06,,1.9635e-06,3.3176e-06,3.4793e-06,2.055e-06,2.3385e-06,5.435e-07,2.7612e-07,-1.2008e-07,1.1122e-06,6.6338e-07,-6.0988e-07,1.0044e-06,2.1683e-07,1.8531e-07,-8.5326e-07,1.0654e-07,-2.4671e-07,-8.1223e-07,-1.3064e-06,-5.1202e-07,1.8889e-07,-1.0934e-06,-8.8856e-07
13,8.281e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
