,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,19.108,19.453,19.73,19.697,19.163,19.63,18.986,18.936,19.315,19.337,19.384,19.259,19.345,19.195,19.154,19.316,19.262,19.142,19.31,19.315,19.317,19.363,19.344,19.281,19.269,19.276,19.349,19.304,19.327,19.298,19.351,19.294,19.325,19.283,19.294
1,-50.337,-50.649,-50.954,-50.885,-50.405,-50.828,-50.212,-50.195,-50.523,-50.558,-50.592,-50.5,-50.556,-50.424,-50.386,-50.529,-50.48,-50.37,-50.536,-50.541,-50.529,-50.575,-50.556,-50.502,-50.49,-50.491,-50.571,-50.52,-50.547,-50.515,-50.564,-50.511,-50.543,-50.504,-50.506
2,-4.2247,-4.257,-4.2393,-4.2726,-4.2183,-4.2627,-4.235,-4.2021,-4.2521,-4.2387,-4.252,-4.2195,-4.2483,-4.2309,-4.2271,-4.2463,-4.2415,-4.2316,-4.2343,-4.2337,-4.2481,-4.2481,-4.2474,-4.2384,-4.2388,-4.2447,-4.238,-4.2436,-4.2393,-4.2435,-4.2462,-4.2427,-4.2411,-4.2393,-4.2476
3,-0.02385,-0.024348,-0.024664,-0.024749,-0.024607,-0.024703,-0.024804,-0.024261,-0.025001,-0.024755,-0.024839,-0.024337,-0.024806,-0.024605,-0.024757,-0.024671,-0.02471,-0.024715,-0.024596,-0.024705,-0.024682,-0.024801,-0.02475,-0.024638,-0.024722,-0.024634,-0.024659,-0.024705,-0.024641,-0.024709,-0.024732,-0.024781,-0.024736,-0.024694,-0.024763
4,-5.2584e-06,-5.6512e-06,-5.3294e-06,-5.3179e-06,-5.4575e-06,-5.4809e-06,-5.3692e-06,-5.3654e-06,-5.4811e-06,-5.456e-06,-5.5559e-06,-5.409e-06,-5.4781e-06,-5.439e-06,-5.4792e-06,-5.4601e-06,-5.4811e-06,-5.472e-06,-5.4427e-06,-5.4917e-06,-5.4613e-06,-5.4818e-06,-5.4754e-06,-5.4464e-06,-5.4687e-06,-5.4595e-06,-5.4554e-06,-5.453e-06,-5.4612e-06,-5.4588e-06,-5.4805e-06,-5.4816e-06,-5.4713e-06,-5.4671e-06,-5.4836e-06
5,3.9355,3.9475,3.9641,3.9603,3.9624,3.9602,3.9599,3.9628,3.9614,3.9618,3.962,3.9619,3.9617,3.9619,3.9615,3.9613,3.9617,3.9618,3.9618,3.9617,3.9618,3.9618,3.9618,3.9618,3.9618,3.9617,3.9617,3.9618,3.9618,3.9614,3.9618,3.9618,3.9618,3.9614,3.9618
6,0.49189,0.48278,0.47881,0.48242,0.47878,0.48138,0.48174,0.48041,0.48125,0.4805,0.48066,0.48081,0.48043,0.48072,0.48096,0.48073,0.48049,0.48044,0.48043,0.48046,0.48043,0.48044,0.48044,0.48043,0.48043,0.48048,0.48048,0.48043,0.48043,0.48066,0.48043,0.48043,0.48043,0.48065,0.48043
7,0.021384,0.021502,0.022503,0.022478,0.022686,0.02213,0.023064,0.022613,0.022822,0.022923,0.022913,0.022886,0.022974,0.022922,0.023028,0.022968,0.022769,0.022745,0.022779,0.022817,0.022782,0.022762,0.022758,0.022746,0.022746,0.022805,0.022802,0.022759,0.02276,0.022962,0.02276,0.022759,0.022758,0.022963,0.022759
8,0.011257,0.010687,0.0094084,0.0098268,0.0094217,0.010074,0.009028,0.009422,0.0092305,0.009063,0.0090687,0.0091306,0.0090044,0.0090677,0.0092076,0.0091777,0.0092115,0.0091811,0.0091422,0.0091565,0.0091405,0.0091651,0.0091667,0.0091782,0.0091776,0.0091708,0.0091739,0.009165,0.0091637,0.0091922,0.0091652,0.0091646,0.0091651,0.0091888,0.0091644
9,-0.00012109,2.2904e-05,2.2369e-05,0.00012266,0.00025368,8.4444e-05,0.00011824,0.000281,0.00028082,0.00027456,0.00027496,0.0002789,0.0002781,0.00028103,0.00026067,0.00026592,0.00027466,0.00027856,0.00028322,0.00027897,0.00028243,0.00027857,0.00028026,0.00027973,0.00027984,0.00027901,0.0002788,0.00028104,0.0002797,0.00026588,0.00028118,0.0002811,0.000281,0.00026698,0.00028129
10,1.2286e-05,9.8645e-06,5.8008e-06,9.0156e-05,2.4525e-05,9.1539e-06,5.2641e-06,6.7886e-06,8.2703e-06,2.7578e-06,3.1563e-06,3.47e-06,6.8095e-06,2.8492e-06,7.5678e-06,3.4071e-06,3.0083e-06,2.6963e-06,2.1585e-06,4.1371e-06,2.2484e-06,2.4083e-06,6.9025e-06,5.51e-06,7.2675e-06,6.9153e-06,5.4229e-06,4.3551e-06,2.1802e-06,3.6377e-06,4.8706e-06,4.5265e-06,4.1237e-06,6.0569e-06,7.1788e-06
11,4.6718e-05,,,6.1899e-06,1.0717e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.616e-06,,,,-4.8051e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
