,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,223.43,223.43,226.93,225.12,226.82,224.18,224.29,225.17,225.53,225.21,225.82,224.75,224.86,224.92,225.65,225.4,225.31,225.8,225.25,225.24,225.17,225.41,225.42,225.81,224.87,225.53,225.03,225.15,225.36,225.3,225.45,225.28,225.06,225.27
1,-225.9,-225.9,-229.48,-227.43,-229.01,-226.55,-226.73,-227.61,-227.81,-227.59,-228.18,-227.12,-227.35,-227.3,-228.0,-227.75,-227.66,-228.08,-227.67,-227.6,-227.58,-227.77,-227.76,-228.17,-227.29,-227.92,-227.45,-227.52,-227.75,-227.66,-227.8,-227.64,-227.44,-227.65
2,-8.5849,-8.5849,-8.589,-8.8048,-8.951,-8.7763,-8.7099,-8.702,-8.8578,-8.766,-8.7893,-8.7864,-8.6649,-8.763,-8.7877,-8.7922,-8.7957,-8.8676,-8.7354,-8.7803,-8.7379,-8.7868,-8.8035,-8.7906,-8.7254,-8.7623,-8.7245,-8.7761,-8.7619,-8.7872,-8.7877,-8.7857,-8.7714,-8.7699
3,-0.1303,-0.1303,-0.13204,-0.13576,-0.13477,-0.13471,-0.13205,-0.13109,-0.13538,-0.13349,-0.13367,-0.13318,-0.1305,-0.13285,-0.13405,-0.13389,-0.13353,-0.13512,-0.1326,-0.13368,-0.13283,-0.13357,-0.134,-0.13326,-0.13216,-0.13309,-0.13238,-0.13364,-0.13278,-0.13353,-0.13369,-0.13369,-0.13344,-0.13304
4,-0.002989,-0.002989,-0.0031524,-0.0033028,-0.0032275,-0.0032361,-0.0031699,-0.0031686,-0.0032621,-0.0032537,-0.0032254,-0.003198,-0.0031428,-0.0032114,-0.0032337,-0.0032261,-0.0032325,-0.0032569,-0.003209,-0.0032356,-0.0032222,-0.0032249,-0.00324,-0.003207,-0.0031884,-0.0032108,-0.0031988,-0.0032194,-0.0032067,-0.0032318,-0.0032154,-0.003225,-0.0032226,-0.0032064
5,-0.0096751,-0.0096751,-0.0095955,-0.0096912,-0.0095527,-0.0096474,-0.0096296,-0.0096372,-0.0096403,-0.0096201,-0.0096167,-0.0095926,-0.0095944,-0.0095916,-0.0096292,-0.0096016,-0.0096125,-0.0096043,-0.0096031,-0.0096155,-0.009616,-0.0096131,-0.0096172,-0.0096116,-0.0096086,-0.0096139,-0.0096052,-0.0096103,-0.0096098,-0.0096103,-0.0096147,-0.0096107,-0.0096139,-0.0096131
6,-0.0072294,-0.0072294,-0.0072271,-0.0072849,-0.0071902,-0.0072544,-0.0072372,-0.0072465,-0.0072433,-0.0072421,-0.0072353,-0.0072062,-0.0072148,-0.0072192,-0.0072316,-0.0072141,-0.0072259,-0.0072173,-0.0072229,-0.007229,-0.0072292,-0.0072262,-0.0072281,-0.0072232,-0.0072246,-0.00723,-0.0072238,-0.0072251,-0.0072236,-0.0072209,-0.0072234,-0.0072247,-0.0072215,-0.0072245
7,1.9133e-05,1.9133e-05,1.9548e-05,2.2167e-05,1.9427e-05,2.1555e-05,2.0881e-05,2.0646e-05,2.1602e-05,2.1349e-05,2.0853e-05,2.0478e-05,2.0511e-05,2.0922e-05,2.0617e-05,2.0535e-05,2.0795e-05,2.0552e-05,2.1452e-05,2.1168e-05,2.1138e-05,2.1262e-05,2.1034e-05,2.0876e-05,2.1274e-05,2.1445e-05,2.099e-05,2.1144e-05,2.0854e-05,2.0295e-05,2.0695e-05,2.102e-05,2.0352e-05,2.0911e-05
8,-1.7808e-05,-1.7808e-05,-1.7864e-05,-1.7632e-05,-1.733e-05,-1.7597e-05,-1.7519e-05,-1.7475e-05,-1.7447e-05,-1.7275e-05,-1.7379e-05,-1.7499e-05,-1.7383e-05,-1.7407e-05,-1.7553e-05,-1.7517e-05,-1.7441e-05,-1.7509e-05,-1.7438e-05,-1.7421e-05,-1.7493e-05,-1.7385e-05,-1.7483e-05,-1.7455e-05,-1.7424e-05,-1.7362e-05,-1.7414e-05,-1.7467e-05,-1.7466e-05,-1.7557e-05,-1.749e-05,-1.7462e-05,-1.7577e-05,-1.7451e-05
9,3.679e-06,3.679e-06,3.7615e-06,3.8199e-06,3.8401e-06,3.9083e-06,3.8999e-06,3.8006e-06,3.8505e-06,3.8958e-06,3.898e-06,3.8808e-06,3.8531e-06,3.859e-06,3.8909e-06,3.8501e-06,3.8711e-06,3.8277e-06,3.924e-06,3.9017e-06,3.8752e-06,3.894e-06,3.8711e-06,3.8781e-06,3.9201e-06,3.9541e-06,3.8894e-06,3.8937e-06,3.8831e-06,3.8119e-06,3.8883e-06,3.8685e-06,3.8198e-06,3.8728e-06
