,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,181.78,181.78,185.62,185.62,182.16,182.65,183.05,183.41,183.41,182.25,182.25,182.25,183.89,182.97,182.91,182.28,182.84,182.95,182.79,183.32,182.96,183.06,182.87,182.87,182.87,182.87,183.09,183.08,183.03,182.97,182.7,182.81,183.02,183.06,182.92,182.98,182.86,182.82,183.02,182.77,182.95,182.86
1,-181.43,-181.43,-185.34,-185.34,-181.91,-182.43,-182.73,-183.22,-183.22,-181.97,-181.97,-181.97,-183.61,-182.71,-182.65,-182.07,-182.63,-182.74,-182.55,-183.05,-182.7,-182.79,-182.62,-182.62,-182.61,-182.61,-182.82,-182.82,-182.78,-182.71,-182.46,-182.55,-182.77,-182.81,-182.67,-182.74,-182.61,-182.58,-182.77,-182.54,-182.7,-182.61
2,-7.4604,-7.4604,-7.3856,-7.3856,-7.3697,-7.3288,-7.4406,-7.311,-7.311,-7.3868,-7.3868,-7.3868,-7.3935,-7.3662,-7.3652,-7.3129,-7.3195,-7.3222,-7.3441,-7.3713,-7.3593,-7.3773,-7.3561,-7.3561,-7.3693,-7.3626,-7.3754,-7.3719,-7.3563,-7.3623,-7.3456,-7.3627,-7.3581,-7.3548,-7.3508,-7.349,-7.3531,-7.3434,-7.3576,-7.3445,-7.3632,-7.3569
3,-0.073258,-0.073258,-0.071124,-0.071124,-0.071232,-0.07114,-0.07298,-0.070259,-0.070259,-0.071978,-0.071978,-0.071978,-0.07095,-0.070972,-0.070982,-0.07053,-0.070787,-0.070807,-0.071065,-0.071399,-0.070813,-0.071308,-0.071308,-0.071308,-0.07112,-0.071147,-0.071152,-0.071113,-0.071259,-0.071048,-0.07122,-0.071146,-0.071056,-0.071069,-0.07099,-0.070962,-0.071019,-0.070987,-0.071083,-0.070856,-0.071128,-0.071094
4,-0.00060788,-0.00060788,-0.00060071,-0.00060071,-0.00058352,-0.00058723,-0.00059871,-0.00059128,-0.00059128,-0.00059983,-0.00059983,-0.00059983,-0.00059752,-0.00059398,-0.0005933,-0.00058657,-0.00058928,-0.00059138,-0.00058957,-0.00059564,-0.00059023,-0.00059452,-0.00059117,-0.00059117,-0.00059174,-0.00059181,-0.00059212,-0.00059151,-0.00059351,-0.00059261,-0.00059154,-0.00059319,-0.00059201,-0.00059261,-0.00059138,-0.00059189,-0.0005912,-0.00059142,-0.00059188,-0.00059032,-0.00059261,-0.00059199
5,-0.0062222,-0.0062222,-0.0062538,-0.0062538,-0.0061978,-0.0062131,-0.0061962,-0.0061583,-0.0061583,-0.006205,-0.006205,-0.006205,-0.0061913,-0.0061976,-0.0062,-0.0062183,-0.0062073,-0.0062112,-0.0062085,-0.0062105,-0.0061989,-0.0062093,-0.0062072,-0.0062072,-0.0062143,-0.0062109,-0.0062089,-0.0062091,-0.0062132,-0.0062098,-0.006206,-0.0062085,-0.0062044,-0.0062041,-0.0062071,-0.0062076,-0.0062086,-0.006207,-0.0062093,-0.0062043,-0.0062077,-0.0062042
6,-0.0045144,-0.0045144,-0.0045529,-0.0045529,-0.0044956,-0.0044896,-0.0044881,-0.0044657,-0.0044657,-0.0044853,-0.0044853,-0.0044853,-0.00449,-0.0044942,-0.0044955,-0.0045076,-0.0045006,-0.004502,-0.0045038,-0.0045039,-0.0045033,-0.0045015,-0.0045032,-0.0045032,-0.0044898,-0.0044977,-0.0045016,-0.0045003,-0.0044917,-0.0045019,-0.0044994,-0.0045002,-0.0045073,-0.0045072,-0.0045027,-0.0045012,-0.0044995,-0.0045027,-0.004499,-0.0045071,-0.0045011,-0.0045071
7,2.8065e-05,2.8065e-05,3.0895e-05,3.0895e-05,2.8684e-05,2.728e-05,2.8955e-05,2.9096e-05,2.9096e-05,2.8068e-05,2.8068e-05,2.8068e-05,3.0006e-05,3.0232e-05,3.0463e-05,3.0144e-05,2.9949e-05,2.9981e-05,3.0533e-05,3.0431e-05,3.1831e-05,3.0097e-05,3.0732e-05,3.0732e-05,2.7728e-05,2.9412e-05,3.026e-05,2.9905e-05,2.8142e-05,3.0193e-05,3.0197e-05,3.0038e-05,3.1724e-05,3.1714e-05,3.0726e-05,3.0324e-05,2.9926e-05,3.0718e-05,2.9756e-05,3.1703e-05,3.0271e-05,3.1699e-05
8,-1.1058e-05,-1.1058e-05,-1.0972e-05,-1.0972e-05,-1.1129e-05,-1.1325e-05,-1.1046e-05,-1.0964e-05,-1.0964e-05,-1.1146e-05,-1.1146e-05,-1.1146e-05,-1.0854e-05,-1.0857e-05,-1.0843e-05,-1.0908e-05,-1.0935e-05,-1.0921e-05,-1.0852e-05,-1.0846e-05,-1.062e-05,-1.0896e-05,-1.0797e-05,-1.0797e-05,-1.1217e-05,-1.0997e-05,-1.0868e-05,-1.0962e-05,-1.1149e-05,-1.0876e-05,-1.0892e-05,-1.0924e-05,-1.0656e-05,-1.0666e-05,-1.082e-05,-1.0859e-05,-1.0916e-05,-1.0819e-05,-1.0942e-05,-1.0668e-05,-1.0869e-05,-1.0668e-05
9,2.8076e-06,2.8076e-06,3.7689e-06,3.7689e-06,3.1319e-06,2.7412e-06,3.2526e-06,3.2322e-06,3.2322e-06,2.8284e-06,2.8284e-06,2.8284e-06,3.431e-06,3.7376e-06,3.769e-06,3.452e-06,3.3561e-06,3.4927e-06,3.7781e-06,3.6164e-06,3.864e-06,3.4275e-06,3.5895e-06,3.5895e-06,2.724e-06,3.2615e-06,3.4673e-06,3.6905e-06,2.7818e-06,3.5128e-06,3.7435e-06,3.7085e-06,3.8369e-06,3.8407e-06,3.7363e-06,3.4995e-06,3.434e-06,3.7349e-06,3.3907e-06,3.8382e-06,3.5404e-06,3.8434e-06
