,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,104.8,104.8,103.72,103.72,102.59,102.59,104.17,104.17,103.11,103.57,103.2,103.2,103.09,103.09,103.44,103.44,103.42,103.42,103.63,103.63
1,-105.91,-105.91,-104.94,-104.94,-104.02,-104.02,-105.46,-105.46,-104.5,-104.82,-104.53,-104.53,-104.45,-104.45,-104.74,-104.74,-104.74,-104.74,-104.91,-104.91
2,-8.0016,-8.0016,-7.9218,-7.9218,-7.7083,-7.7083,-7.8499,-7.8499,-7.7514,-7.8836,-7.8002,-7.8002,-7.7805,-7.7805,-7.8347,-7.8347,-7.8099,-7.8099,-7.8519,-7.8519
3,-0.035766,-0.035766,-0.034926,-0.034926,-0.033435,-0.033435,-0.034309,-0.034309,-0.033313,-0.034593,-0.034018,-0.034018,-0.033678,-0.033678,-0.034062,-0.034062,-0.03373,-0.03373,-0.034253,-0.034253
4,-2.9735e-06,-2.9735e-06,-2.9234e-06,-2.9234e-06,-2.7777e-06,-2.7777e-06,-2.8582e-06,-2.8585e-06,-2.7558e-06,-2.8456e-06,-2.8497e-06,-2.8497e-06,-2.7654e-06,-2.7654e-06,-2.822e-06,-2.822e-06,-2.7744e-06,-2.7744e-06,-2.8461e-06,-2.8461e-06
5,1.006,1.006,1.05,1.05,1.0347,1.0347,1.0376,1.0376,1.034,1.0329,1.0394,1.0394,1.0392,1.0392,1.0396,1.0396,1.0386,1.0386,1.0388,1.0388
6,0.69606,0.69606,0.64642,0.64642,0.66164,0.66164,0.66188,0.66188,0.66651,0.66702,0.66237,0.66237,0.66317,0.66317,0.66275,0.66275,0.66393,0.66393,0.66392,0.66392
7,0.020406,0.020406,0.024884,0.024884,0.022378,0.022378,0.022373,0.022373,0.022187,0.02161,0.022751,0.022751,0.022943,0.022943,0.023237,0.023237,0.023061,0.023061,0.022942,0.022942
8,0.0044121,0.0044121,0.0022499,0.0022499,0.0033035,0.0033035,0.0032577,0.0032577,0.0034085,0.0036621,0.0031676,0.0031676,0.0030957,0.0030957,0.0029564,0.0029564,0.0030405,0.0030405,0.0030577,0.0030577
9,-5.8365e-08,-5.8365e-08,-4.0765e-06,-4.0765e-06,5.8948e-06,5.8948e-06,5.4606e-06,5.4607e-06,2.3976e-06,5.4368e-06,4.5713e-07,4.5713e-07,-5.7322e-07,-5.7322e-07,3.1913e-08,3.1913e-08,4.1281e-07,4.1281e-07,2.8001e-06,2.8001e-06
10,1.3349e-06,1.3349e-06,2.6787e-06,2.6787e-06,2.5433e-06,2.5433e-06,1.9206e-06,1.9205e-06,,2.5816e-06,2.3959e-06,2.3959e-06,2.5936e-06,2.5936e-06,2.2559e-06,2.2559e-06,2.4375e-06,2.4375e-06,2.0726e-06,2.0726e-06
11,1.0809e-07,1.0809e-07,-9.6891e-08,-9.6891e-08,-4.0827e-08,-4.0827e-08,-1.8404e-07,-1.8404e-07,,-2.413e-07,-1.2786e-07,-1.2786e-07,-1.4705e-08,-1.4705e-08,-6.9287e-08,-6.9287e-08,-2.6918e-07,-2.6918e-07,-1.0224e-07,-1.0224e-07
