1	-25.196425333333334
2	-25.03305933333333
5	-24.866393333333335
9	-24.758962666666665
14	-24.808119333333334
19	-24.81785933333333
27	-24.814756
39	-24.822644333333333
50	-24.812479666666665
68	-24.812372333333332
84	-24.81244
105	-24.814781333333332
126	-24.813965
160	-24.815464666666667
204	-24.81341
243	-24.81505233333333
300	-24.815458000000003
336	-24.814897666666667
405	-24.815134666666665
450	-24.814516333333334
513	-24.815192
589	-24.814911666666664
696	-24.814899
744	-24.815133
840	-24.815443333333334
930	-24.81522
1036	-24.81480433333333
1116	-24.814994
1260	-24.814847999999998
1350	-24.814971666666665
1530	-24.814933999999997
1742	-24.814954666666665
1972	-24.814972333333333
2070	-24.814907
2340	-24.815021333333334
2340	-24.815021333333334
2700	-24.814982666666666
2808	-24.815098666666668
2903	-24.815025000000002
3132	-24.815055
3510	-24.814992
3726	-24.815034999999998
4133	-24.815001
4212	-24.815029999999997
4539	-24.814987000000002
4851	-24.815027333333333
5520	-24.815009333333332
5520	-24.815009333333332
