8	-24.925924
16	-24.75387575
32	-24.78919975
48	-24.8253655
48	-24.8253655
112	-24.79763175
160	-24.8207205
216	-24.8178265
240	-24.817405
308	-24.816943
336	-24.81498025
416	-24.81605875
392	-24.81693375
459	-24.8128405
561	-24.81500825
672	-24.8148945
832	-24.815387
896	-24.81649
1152	-24.8155955
1440	-24.81529
1495	-24.8149895
1716	-24.8152535
1875	-24.814724
2175	-24.81553575
2376	-24.81470475
2640	-24.8150365
3024	-24.81502075
3240	-24.81518
3744	-24.81493425
4160	-24.81494175
4389	-24.81503025
5040	-24.814958
5408	-24.81498975
5760	-24.81492275
6656	-24.814936
6840	-24.81515
7680	-24.8152255
8448	-24.8149375
9216	-24.81513675
9856	-24.8151175
10752	-24.81514575
11616	-24.81505275
11960	-24.81517375
12544	-24.814985
13440	-24.81496875
15000	-24.81509375
15000	-24.81509375
16200	-24.81505775
17400	-24.815014
18240	-24.815065
19008	-24.8150845
20064	-24.815062
21120	-24.81502675
23040	-24.81503625
24192	-24.81503225
25920	-24.81505575
26520	-24.81504725
28800	-24.815095
29952	-24.815076
31104	-24.81507525
32680	-24.81506625
35112	-24.815058
35112	-24.815058
37240	-24.815083
40320	-24.81506
41160	-24.8150825
43264	-24.8150815
