"x","y"
0.132430058589701,-1.6793968784244
0.150891995721066,-1.69885608679521
0.169353932852431,-1.71828412742131
0.187815869983796,-1.73768270301343
0.206277807115161,-1.7570535162823
0.224739744246526,-1.77639826993864
0.243201681377891,-1.79571866669318
0.261663618509255,-1.81501640925664
0.28012555564062,-1.83429320033975
0.298587492771985,-1.85355074265323
0.31704942990335,-1.87279073890781
0.335511367034715,-1.89201489181421
0.35397330416608,-1.91122490408316
0.372435241297445,-1.93042247842538
0.39089717842881,-1.9496093175516
0.409359115560175,-1.96878712417254
0.427821052691539,-1.98795760099894
0.446282989822904,-2.0071224507415
0.464744926954269,-2.02628337611097
0.483206864085634,-2.04544207981806
0.501668801216999,-2.0646002645735
0.520130738348364,-2.08375963308802
0.538592675479729,-2.10292188807233
0.557054612611094,-2.12208873223717
0.575516549742459,-2.14126186829326
0.593978486873823,-2.16044299895133
0.612440424005188,-2.1796338269221
0.630902361136553,-2.19883605491629
0.649364298267918,-2.21805138564464
0.667826235399283,-2.23728152181786
0.686288172530648,-2.25652816614668
0.704750109662013,-2.27579302134183
0.723212046793378,-2.29507779011404
0.741673983924743,-2.31438417517402
0.760135921056107,-2.3337138792325
0.778597858187472,-2.35306860500021
0.797059795318837,-2.37245005518787
0.815521732450202,-2.39185993250621
0.833983669581567,-2.41129993966596
0.852445606712932,-2.43077177937783
0.870907543844297,-2.45027715435256
0.889369480975662,-2.46981776730087
0.907831418107027,-2.48939532093348
0.926293355238392,-2.50901151796112
0.944755292369756,-2.52866806109451
0.963217229501121,-2.54836665304439
0.981679166632486,-2.56810899652147
1.00014110376385,-2.58789679423648
1.01860304089522,-2.60773174890014
1.03706497802658,-2.62761556322319
1.05552691515795,-2.64754993991634
1.07398885228931,-2.66752349152985
1.09245078942068,-2.68736756073249
1.11091272655204,-2.70704995829459
1.12937466368341,-2.72659629268123
1.14783660081477,-2.74603217235747
1.16629853794613,-2.76538320578836
1.1847604750775,-2.78467500143897
1.20322241220886,-2.80393316777437
1.22168434934023,-2.82318331325961
1.24014628647159,-2.84245104635977
1.25860822360296,-2.86176197553989
1.27707016073432,-2.88114170926505
1.29553209786569,-2.90061585600031
1.31399403499705,-2.92021002421073
1.33245597212842,-2.93994982236137
1.35091790925978,-2.9598608589173
1.36937984639115,-2.97996874234358
1.38784178352251,-3.00029908110526
1.40630372065388,-3.02085183002541
1.42476565778524,-3.04152658040539
1.44322759491661,-3.06229548189296
1.46168953204797,-3.08314155102134
1.48015146917934,-3.10404780432376
1.4986134063107,-3.12499725833345
1.51707534344207,-3.14597292958363
1.53553728057343,-3.16695783460753
1.5539992177048,-3.18793498993839
1.57246115483616,-3.20888741210942
1.59092309196753,-3.22979811765387
1.60938502909889,-3.25065012310494
1.62784696623026,-3.27142644499589
1.64630890336162,-3.29211009985992
1.66477084049299,-3.31268410423027
1.68323277762435,-3.33313429188536
1.70169471475572,-3.35354729519281
1.72015665188708,-3.37397409575497
1.73861858901845,-3.39441921055484
1.75708052614981,-3.41488715657544
1.77554246328118,-3.43538245079978
1.79400440041254,-3.45590961021086
1.81246633754391,-3.4764731517917
1.83092827467527,-3.4970775925253
1.84939021180664,-3.51772744939469
1.867852148938,-3.53835187164994
1.88631408606937,-3.55869057226875
1.90477602320073,-3.57882140646995
1.9232379603321,-3.59885917131626
1.94169989746346,-3.61891866387037
1.96016183459483,-3.639114681195
1.97862377172619,-3.65956202035284
1.99708570885755,-3.6803754784066
2.01554764598892,-3.701669852419
2.03400958312028,-3.72320728788712
2.05247152025165,-3.74454216689281
2.07093345738301,-3.76572839187044
2.08939539451438,-3.78682483748083
2.10785733164574,-3.80789037838484
2.12631926877711,-3.8289838892433
2.14478120590847,-3.85016424471706
2.16324314303984,-3.87149031946695
2.1817050801712,-3.89296551479922
2.20016701730257,-3.9143505136671
2.21862895443393,-3.93559160030606
2.2370908915653,-3.95666712098481
2.25555282869666,-3.97755542197209
2.27401476582803,-3.99823484953659
2.29247670295939,-4.01868374994704
2.31093864009076,-4.03888046947216
2.32940057722212,-4.05880335438066
2.34786251435349,-4.07843075094125
2.36632445148485,-4.09794952776414
2.38478638861622,-4.11754192710809
2.40324832574758,-4.13705039983624
2.42171026287895,-4.15631541522505
2.44017220001031,-4.17517744255095
2.45863413714168,-4.19347695109041
2.47709607427304,-4.21105441011986
2.49555801140441,-4.22775028891576
2.51401994853577,-4.24399573271254
2.53248188566714,-4.26066016042703
2.5509438227985,-4.2775057477647
2.56940575992987,-4.29427062073273
2.58786769706123,-4.31069290533831
2.6063296341926,-4.32651072758864
2.62479157132396,-4.34146221349092
2.64325350845533,-4.35536988501818
2.66171544558669,-4.36939579117227
2.68017738271806,-4.38371125037589
2.69863931984942,-4.3979539073314
2.71710125698079,-4.41176140674116
2.73556319411215,-4.42477139330754
2.75402513124352,-4.43719456735039
2.77248706837488,-4.44959764140677
2.79094900550625,-4.46197359408295
2.80941094263761,-4.4743137057957
2.82787287976898,-4.48660925696181
