"x","y"
-0.712667981424556,-0.320135291756855
-0.690723504745214,-0.34716272585744
-0.668779028065872,-0.374209393581298
-0.646834551386531,-0.401273927131346
-0.624890074707189,-0.428354958710498
-0.602945598027847,-0.45545112052167
-0.581001121348506,-0.482561044767778
-0.559056644669164,-0.509683363651735
-0.537112167989822,-0.536816709376459
-0.515167691310481,-0.563959714144864
-0.493223214631139,-0.591111010159865
-0.471278737951797,-0.618269229624378
-0.449334261272456,-0.645433004741318
-0.427389784593114,-0.6726009677136
-0.405445307913772,-0.699771750744141
-0.383500831234431,-0.726943986035854
-0.361556354555089,-0.754116305791655
-0.339611877875747,-0.78128734221446
-0.317667401196406,-0.808455727507184
-0.295722924517064,-0.835620093872742
-0.273778447837722,-0.86277907351405
-0.251833971158381,-0.889931298634022
-0.229889494479039,-0.917075401435575
-0.207945017799697,-0.944210014121624
-0.186000541120356,-0.971333768895083
-0.164056064441014,-0.998445297958868
-0.142111587761672,-1.02554323351589
-0.120167111082331,-1.05262620776908
-0.098222634402989,-1.07969285292133
-0.0762781577236473,-1.10674180117558
-0.0543336810443057,-1.13377168473472
-0.032389204364964,-1.16078113580168
-0.0104447276856223,-1.18776878657938
0.0114997489937193,-1.21473326927073
0.033444225673061,-1.24167321607864
0.0553887023524027,-1.26858725920602
0.0773331790317443,-1.29547403085581
0.099277655711086,-1.3223321632309
0.121222132390428,-1.34916028853422
0.143166609069769,-1.37595703896868
0.165111085749111,-1.40272104673719
0.187055562428453,-1.42945094404268
0.209000039107794,-1.45618652314026
0.230944515787136,-1.48296485451803
0.252888992466478,-1.50977631502763
0.274833469145819,-1.53661127017574
0.296777945825161,-1.56346008546908
0.318722422504503,-1.59031312641437
0.340666899183844,-1.61716075851831
0.362611375863186,-1.64399334728761
0.384555852542528,-1.67080125822897
0.406500329221869,-1.69757485684911
0.428444805901211,-1.72430450865474
0.450389282580553,-1.75098057915257
0.472333759259894,-1.7775934338493
0.494278235939236,-1.80413343825164
0.516222712618578,-1.8305909578663
0.538167189297919,-1.8569563582
0.560111665977261,-1.88350698468061
0.582056142656603,-1.91073848372999
0.604000619335944,-1.93849171875379
0.625945096015286,-1.96658796492809
0.647889572694628,-1.99484849742896
0.669834049373969,-2.02309459143247
0.691778526053311,-2.05114752211469
0.713723002732653,-2.07882856465171
0.735667479411994,-2.10595899421959
0.757611956091336,-2.1323600859944
0.779556432770678,-2.15785311515223
0.801500909450019,-2.18240773030826
0.823445386129361,-2.20702992862057
0.845389862808703,-2.23188195060048
0.867334339488044,-2.25688935038593
0.889278816167386,-2.28197768211481
0.911223292846728,-2.30707249992503
0.933167769526069,-2.33209935795451
0.955112246205411,-2.35698381034115
0.977056722884753,-2.38165141122285
0.999001199564094,-2.40602771473754
1.02094567624344,-2.43003827502311
1.04289015292278,-2.45360864621748
1.06483462960212,-2.47674359549255
1.08677910628146,-2.49961149179194
1.1087235829608,-2.52229890360011
1.13066805964014,-2.5448891152666
1.15261253631949,-2.56746541114092
1.17455701299883,-2.59011107557263
1.19650148967817,-2.61290939291126
1.21844596635751,-2.63594364750633
1.24039044303685,-2.65929310893016
1.26233491971619,-2.68264374257667
1.28427939639554,-2.70577664472661
1.30622387307488,-2.72871977482676
1.32816834975422,-2.7515010923239
1.35011282643356,-2.77414855666481
1.3720573031129,-2.79669012729628
1.39400177979224,-2.8191537636651
1.41594625647159,-2.84161782035474
1.43789073315093,-2.86416905913167
1.45983520983027,-2.88670255219906
1.48177968650961,-2.90910517569673
1.50372416318895,-2.93126380576448
1.52566863986829,-2.95306531854209
1.54761311654764,-2.97439659224403
1.56955759322698,-2.99553456788768
1.59150206990632,-3.01672197121457
1.61344654658566,-3.03779978397793
1.635391023265,-3.05860898793096
1.65733549994434,-3.07899056482687
1.67927997662369,-3.09880999998567
1.70122445330303,-3.1185219802607
1.72316892998237,-3.13822666537849
1.74511340666171,-3.15775564724097
1.76705788334105,-3.17694051775007
1.78900236002039,-3.1956128688077
1.81094683669974,-3.21368139273479
1.83289131337908,-3.2316926766715
1.85483579005842,-3.24974628664274
1.87678026673776,-3.2677907048258
1.8987247434171,-3.285774413398
1.92066922009644,-3.30364589453662
1.94261369677579,-3.32141604018302
1.96455817345513,-3.33924761385036
1.98650265013447,-3.35714143479114
2.00844712681381,-3.37508471028055
2.03039160349315,-3.39306464759379
2.05233608017249,-3.41106845400606
2.07428055685184,-3.42908333679256
2.09622503353118,-3.44705808358176
2.11816951021052,-3.46480521820375
2.14011398688986,-3.48237297450994
2.1620584635692,-3.49984577304491
2.18400294024854,-3.51730803435328
2.20594741692789,-3.53484417897964
2.22789189360723,-3.55254456438976
2.24983637028657,-3.57047019944388
2.27178084696591,-3.58857440283436
2.29372532364525,-3.60680066424454
2.31566980032459,-3.62509247335773
2.33761427700394,-3.64339331985728
2.35955875368328,-3.66164669342651
2.38150323036262,-3.67979608374876
2.40344770704196,-3.69778498050735
2.4253921837213,-3.71482899561381
2.44733666040064,-3.73013641764876
2.46928113707999,-3.74424756807023
2.49122561375933,-3.75771505723636
2.51317009043867,-3.77109149550532
2.53511456711801,-3.78492949323526
2.55705904379735,-3.79978166078432
2.57900352047669,-3.81522325207511
2.60094799715604,-3.82914410262965
2.62289247383538,-3.84162336277158
2.64483695051472,-3.85285864213095
2.66678142719406,-3.86304755033783
2.6887259038734,-3.87238769702227
2.71067038055274,-3.88107669181433
2.73261485723209,-3.88931214434408
2.75455933391143,-3.89729166424157
2.77650381059077,-3.90521286113686
2.79844828727011,-3.91327334466001
2.82039276394945,-3.92167072444109
2.84233724062879,-3.93060261011015
2.86428171730814,-3.94026661129725
2.88622619398748,-3.95086033763246
2.90817067066682,-3.96242535939945
2.93011514734616,-3.97382635268689
2.9520596240255,-3.98481339488225
2.97400410070484,-3.99540718654297
2.99594857738419,-4.00562842822646
3.01789305406353,-4.01549782049015
3.03983753074287,-4.02503606389146
3.06178200742221,-4.03426385898783
3.08372648410155,-4.04320190633668
3.10567096078089,-4.05187090649543
3.12761543746024,-4.06029156002152
3.14955991413958,-4.06848456747235
3.17150439081892,-4.07647062940537
3.19344886749826,-4.084270446378
3.2153933441776,-4.09190471894766
3.23733782085694,-4.09939414767178
3.25928229753629,-4.10675943310778
3.28122677421563,-4.11402127581309
3.30317125089497,-4.12120037634514
3.32511572757431,-4.12831743526135
