"x","y"
-1.01369797708854,-0.153111856417157
-0.987321206104005,-0.185114117872152
-0.960944435119474,-0.217172958022593
-0.934567664134943,-0.249285461823664
-0.908190893150411,-0.281448714230551
-0.88181412216588,-0.313659800198441
-0.855437351181349,-0.345915804682519
-0.829060580196817,-0.37821381263797
-0.802683809212286,-0.410550909019981
-0.776307038227755,-0.442924178783738
-0.749930267243223,-0.475330706884426
-0.723553496258692,-0.507767578277232
-0.697176725274161,-0.540231877917341
-0.670799954289629,-0.572720690759938
-0.644423183305098,-0.605231101760211
-0.618046412320567,-0.637760195873344
-0.591669641336035,-0.670305058054523
-0.565292870351504,-0.702862773258935
-0.538916099366973,-0.735430426441765
-0.512539328382441,-0.7680051025582
-0.48616255739791,-0.800583886563424
-0.459785786413379,-0.833163863412624
-0.433409015428847,-0.865742118060986
-0.407032244444316,-0.898315735463695
-0.380655473459784,-0.930881800575937
-0.354278702475253,-0.963437398352899
-0.327901931490722,-0.995979613749765
-0.30152516050619,-1.02850553172172
-0.275148389521659,-1.06101223722396
-0.248771618537128,-1.09349681521165
-0.222394847552596,-1.12595635064
-0.196018076568065,-1.15838792846418
-0.169641305583534,-1.19078863363938
-0.143264534599002,-1.22315555112078
-0.116887763614471,-1.25548576586358
-0.0905109926299396,-1.28777636282295
-0.0641342216454083,-1.32002442695409
-0.0377574506608769,-1.35222704321218
-0.0113806796763456,-1.3843812965524
0.0149960913081859,-1.41648427192995
0.0413728622927172,-1.4485330543
0.0677496332772485,-1.48052472861774
0.0941264042617798,-1.51245637983836
0.120503175246311,-1.54432509291705
0.146879946230843,-1.57612795280898
0.173256717215374,-1.60786204446936
0.199633488199905,-1.63952445285335
0.226010259184437,-1.67111226291615
0.252387030168968,-1.70262255961295
0.278763801153499,-1.73405242789893
0.305140572138031,-1.76539895272927
0.331517343122562,-1.79665921905916
0.357894114107093,-1.82783031184379
0.384270885091625,-1.85890931603834
0.410647656076156,-1.889893316598
0.437024427060687,-1.92077939847796
0.463401198045219,-1.95178379148311
0.48977796902975,-1.98322215805553
0.516154740014281,-2.01504207985571
0.542531510998813,-2.04718642431665
0.568908281983344,-2.07959805887136
0.595285052967875,-2.11221985095282
0.621661823952407,-2.14499466799405
0.648038594936938,-2.17786537742803
0.67441536592147,-2.21077484668777
0.700792136906001,-2.24366594320626
0.727168907890532,-2.27648153441651
0.753545678875064,-2.30916448775151
0.779922449859595,-2.34165767064426
0.806299220844126,-2.37390395052776
0.832675991828658,-2.40584619483501
0.859052762813189,-2.43742727099901
0.88542953379772,-2.46859004645275
0.911806304782252,-2.49927738862924
0.938183075766783,-2.52943216496147
0.964559846751314,-2.55899724288245
0.990936617735846,-2.58792028929274
1.01731338872038,-2.61674664430607
1.04369015970491,-2.64583788956919
1.07006693068944,-2.67513731142626
1.09644370167397,-2.70458819622143
1.1228204726585,-2.73413383029885
1.14919724364303,-2.76371750000267
1.17557401462757,-2.79328249167704
1.2019507856121,-2.82277209166611
1.22832755659663,-2.85212958631402
1.25470432758116,-2.88129826196494
1.28108109856569,-2.91022140496301
1.30745786955022,-2.93884230165237
1.33383464053475,-2.96710423837719
1.36021141151928,-2.99495050148161
1.38658818250382,-3.02239689803967
1.41296495348835,-3.05004005731042
1.43934172447288,-3.0779616400096
1.46571849545741,-3.10608327508192
1.49209526644194,-3.13432659147209
1.51847203742647,-3.16261321812484
1.544848808411,-3.19086478398487
1.57122557939554,-3.21900291799689
1.59760235038007,-3.24694924910563
1.6239791213646,-3.27462540625579
1.65035589234913,-3.30195301839209
1.67673266333366,-3.32898568806508
1.70310943431819,-3.35593898224157
1.72948620530272,-3.3828664110065
1.75586297628726,-3.40981854356812
1.78223974727179,-3.43684594913468
1.80861651825632,-3.46399919691442
1.83499328924085,-3.49132885611559
1.86137006022538,-3.51888549594642
1.88774683120991,-3.54671968561518
1.91412360219444,-3.5745433108242
1.94050037317897,-3.60172577710855
1.96687714416351,-3.62849316303136
1.99325391514804,-3.6551058807433
2.01963068613257,-3.681824342395
2.0460074571171,-3.70890896013711
2.07238422810163,-3.73662014612027
2.09876099908616,-3.76521831249513
2.12513777007069,-3.79462397324681
2.15151454105523,-3.82382506963472
2.17789131203976,-3.85279173423423
2.20426808302429,-3.88159182748992
2.23064485400882,-3.91029320984637
2.25702162499335,-3.93896374174815
2.28339839597788,-3.96767128363985
2.30977516696241,-3.9965526370185
2.33615193794694,-4.02577370970872
2.36252870893148,-4.0551142747015
2.38890547991601,-4.08432688932549
2.41528225090054,-4.11316411090939
2.44165902188507,-4.14137849678187
2.4680357928696,-4.16872408543195
2.49441256385413,-4.19592064555271
2.52078933483866,-4.22346906395725
2.5471661058232,-4.25100794419488
2.57354287680773,-4.2781758898149
2.59991964779226,-4.30461150436662
2.62629641877679,-4.32996075532522
2.65267318976132,-4.35450989700379
2.67904996074585,-4.37865883893531
2.70542673173038,-4.40253099585998
2.73180350271491,-4.426249782518
