,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,86.475,87.768,87.694,86.698,88.022,87.504,87.29,87.546,87.523,86.976,87.383,87.383,87.117,87.494,87.371,87.393,87.248,87.232,87.158,87.382,87.336,87.223,87.304,87.46,87.429,87.474,87.413,87.346,87.424,87.361,87.41,87.375
1,-163.19,-164.69,-164.55,-163.54,-164.85,-164.37,-164.11,-164.4,-164.34,-163.81,-164.25,-164.25,-163.96,-164.35,-164.23,-164.25,-164.11,-164.09,-164.01,-164.24,-164.19,-164.08,-164.16,-164.31,-164.28,-164.32,-164.26,-164.2,-164.27,-164.21,-164.26,-164.22
2,-5.4024,-5.2547,-5.3109,-5.3599,-5.3476,-5.3078,-5.3393,-5.3127,-5.3486,-5.3309,-5.3034,-5.306,-5.3224,-5.3151,-5.3133,-5.3108,-5.3085,-5.3145,-5.3125,-5.3125,-5.3191,-5.3086,-5.3119,-5.316,-5.3197,-5.3261,-5.3201,-5.3156,-5.3236,-5.3154,-5.3203,-5.3193
3,-0.018868,-0.018143,-0.01833,-0.018613,-0.018428,-0.018264,-0.018541,-0.018391,-0.018447,-0.018498,-0.018342,-0.01827,-0.01839,-0.018294,-0.018295,-0.018304,-0.01828,-0.01831,-0.01828,-0.018324,-0.018327,-0.018292,-0.018332,-0.018332,-0.018326,-0.018395,-0.018324,-0.018308,-0.018354,-0.018332,-0.01835,-0.018349
4,-8.604e-05,-8.4738e-05,-8.4816e-05,-8.6494e-05,-8.5577e-05,-8.5024e-05,-8.5864e-05,-8.5267e-05,-8.546e-05,-8.5709e-05,-8.5207e-05,-8.4797e-05,-8.5131e-05,-8.4906e-05,-8.4843e-05,-8.4984e-05,-8.4832e-05,-8.4982e-05,-8.4857e-05,-8.515e-05,-8.5022e-05,-8.4904e-05,-8.5059e-05,-8.5049e-05,-8.5019e-05,-8.5397e-05,-8.4992e-05,-8.4984e-05,-8.5193e-05,-8.5062e-05,-8.5168e-05,-8.5165e-05
5,2.9637,2.9494,2.9625,2.9691,2.9547,2.9493,2.9594,2.9522,2.9524,2.9518,2.9543,2.9537,2.9527,2.9532,2.954,2.9537,2.9534,2.954,2.9534,2.9535,2.9537,2.9535,2.9536,2.9536,2.9536,2.9538,2.9537,2.9538,2.9536,2.9536,2.9538,2.9538
6,1.2052,1.1824,1.18,1.1671,1.1507,1.1665,1.1586,1.1584,1.1613,1.1634,1.1585,1.1618,1.1602,1.1603,1.1607,1.1605,1.1605,1.1598,1.1608,1.1605,1.161,1.1606,1.1604,1.1605,1.1603,1.1602,1.1602,1.1602,1.16,1.1604,1.1602,1.1603
7,0.0027617,-0.0032169,-0.0072493,-0.0058906,0.0031611,0.0010262,-0.0028783,-0.00049298,0.001832,-0.0015773,-0.002056,0.00033954,0.00049413,-0.00070952,-0.00041998,-0.00016303,-0.00018633,-8.3913e-05,-0.00048942,-0.00046937,-0.00037243,-9.2411e-05,-0.00036786,-0.00024621,-0.00037239,-0.000165,-0.00031156,-0.00021989,-0.00035275,-0.00020952,-0.00030422,-0.00024942
8,0.0024575,0.0083486,0.012822,0.011554,0.0018054,0.0036457,0.0080632,0.0053093,0.0029383,0.0065078,0.0071212,0.0046267,0.0044217,0.0057176,0.0053852,0.0051127,0.0051326,0.0050394,0.0054532,0.0054293,0.0053055,0.0050101,0.0053227,0.0051748,0.0052974,0.0051011,0.0052584,0.0051654,0.0053112,0.0051418,0.0052391,0.0051643
9,-1.2766e-05,-5.0292e-05,-9.3984e-05,-0.00010655,-2.5019e-05,-2.182e-05,-8.0884e-05,-4.3661e-05,-1.7751e-05,-4.601e-05,-5.3305e-05,-3.9802e-05,-3.1455e-05,-3.8961e-05,-4.0389e-05,-3.9738e-05,-3.7583e-05,-3.6721e-05,-3.8719e-05,-4.0665e-05,-3.5623e-05,-3.621e-05,-3.8024e-05,-3.6906e-05,-3.7762e-05,-3.9035e-05,-3.8643e-05,-3.8643e-05,-3.9686e-05,-3.7772e-05,-3.8234e-05,-3.7542e-05
10,5.1059e-06,1.3807e-05,1.1239e-05,1.1898e-05,2.1225e-06,5.8238e-06,1.0555e-05,6.4304e-06,4.4221e-06,8.1424e-06,7.7999e-06,5.7038e-06,5.5794e-06,6.6348e-06,6.9089e-06,7.2092e-06,6.8093e-06,6.7714e-06,6.7104e-06,7.1975e-06,6.8496e-06,6.8911e-06,6.7908e-06,7.0822e-06,6.5963e-06,6.7813e-06,6.9721e-06,7.0284e-06,6.9286e-06,6.4923e-06,6.8852e-06,6.8291e-06
11,,2.532e-07,-5.5811e-07,5.0893e-06,,,3.5888e-06,,,,,,,,,,,,,,,,,,,,,,,,,
