,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,82.101,82.315,79.667,80.426,80.408,80.815,81.31,81.508,80.989,80.686,81.596,81.002,81.124,81.13,81.288,81.084,81.333,81.163,81.004,81.103,81.178,81.053,81.191,81.045,81.108,81.195,81.074,81.313,81.174,81.09,81.163,81.134
1,-145.94,-146.1,-143.69,-144.4,-144.35,-144.71,-145.23,-145.39,-144.91,-144.59,-145.49,-144.89,-145.04,-145.05,-145.19,-145.0,-145.23,-145.06,-144.92,-145.0,-145.08,-144.97,-145.09,-144.96,-145.02,-145.1,-144.99,-145.22,-145.08,-145.0,-145.07,-145.04
2,-4.6396,-4.5936,-4.4853,-4.5108,-4.5407,-4.5739,-4.5735,-4.5904,-4.5575,-4.5699,-4.5911,-4.5876,-4.5582,-4.5598,-4.5748,-4.5641,-4.576,-4.5803,-4.5625,-4.5772,-4.5721,-4.5634,-4.5773,-4.5632,-4.5628,-4.5681,-4.5642,-4.5708,-4.5728,-4.5688,-4.5689,-4.5701
3,-0.011153,-0.011097,-0.011032,-0.010988,-0.01104,-0.011175,-0.011178,-0.011223,-0.01113,-0.011182,-0.011219,-0.011185,-0.011163,-0.011103,-0.011154,-0.011145,-0.011159,-0.011176,-0.01112,-0.011178,-0.011151,-0.011124,-0.01116,-0.011099,-0.0111,-0.01115,-0.011125,-0.011154,-0.011149,-0.011144,-0.011136,-0.011152
4,-3.3429e-05,-3.2509e-05,-3.21e-05,-3.2354e-05,-3.2241e-05,-3.285e-05,-3.2764e-05,-3.2798e-05,-3.2475e-05,-3.2907e-05,-3.283e-05,-3.2832e-05,-3.2656e-05,-3.2631e-05,-3.2558e-05,-3.2768e-05,-3.2636e-05,-3.2734e-05,-3.2585e-05,-3.2771e-05,-3.2732e-05,-3.2628e-05,-3.2594e-05,-3.2463e-05,-3.2476e-05,-3.2644e-05,-3.2582e-05,-3.2658e-05,-3.2619e-05,-3.2625e-05,-3.2609e-05,-3.2681e-05
5,2.4742,2.469,2.4548,2.4622,2.4561,2.4651,2.4583,2.4613,2.4604,2.4611,2.4634,2.4614,2.4599,2.4608,2.4635,2.4602,2.4614,2.4612,2.4618,2.4616,2.4613,2.461,2.4615,2.4615,2.4614,2.4614,2.4617,2.4612,2.4613,2.4613,2.4619,2.461
6,1.007,0.95828,0.96697,0.97249,0.96954,0.96412,0.96668,0.97046,0.96955,0.96579,0.96655,0.96588,0.9665,0.96848,0.96434,0.96784,0.96637,0.96636,0.96685,0.96634,0.96651,0.96678,0.96651,0.96652,0.96653,0.96656,0.96658,0.96656,0.96662,0.96646,0.96609,0.96677
7,0.0030385,-0.0034504,0.0028698,0.0022009,0.00084243,-1.1811e-05,0.0010841,1.2004e-05,-0.0018865,0.001347,-0.0008226,0.0010409,-0.00043563,0.00079068,0.00019067,0.00043609,-1.2145e-05,0.0001574,-0.00049268,-6.0749e-05,-0.00024665,0.00028272,0.00017498,-0.00010881,0.00012761,5.1852e-05,-0.00038401,-0.00031433,0.00015951,6.1572e-05,0.00048692,0.00012466
8,0.0012533,0.0087732,0.0012683,0.0023708,0.0036617,0.0046469,0.0033676,0.0044142,0.0065039,0.0030361,0.0054916,0.0034288,0.0049619,0.0036183,0.0042934,0.0039596,0.0045028,0.0043272,0.0050346,0.0045527,0.0047623,0.0041691,0.0043196,0.0046005,0.0043548,0.004416,0.0049008,0.0048379,0.0043091,0.0044223,0.0039588,0.0043566
9,-7.2182e-06,-7.707e-05,-4.5418e-06,-2.2064e-05,-2.0555e-05,-3.2807e-05,-1.1878e-05,-1.5032e-05,-4.2382e-05,-6.3111e-06,-2.6974e-05,-1.1939e-05,-2.6104e-05,-1.1831e-05,-1.4311e-05,-7.7794e-06,-1.9242e-05,-1.9134e-05,-2.2659e-05,-1.7889e-05,-2.1972e-05,-1.2675e-05,-1.6428e-05,-1.7516e-05,-1.5579e-05,-1.4743e-05,-2.1921e-05,-2.1825e-05,-1.4411e-05,-1.5598e-05,-1.3564e-05,-1.5282e-05
10,2.2218e-06,1.0277e-05,,3.0175e-06,3.8817e-06,8.0373e-06,3.277e-06,3.9836e-06,7.1659e-06,2.6778e-06,3.9447e-06,3.7314e-06,5.6831e-06,4.1766e-06,4.3978e-06,3.7896e-06,5.4147e-06,5.7387e-06,5.7301e-06,5.2945e-06,5.9072e-06,4.3321e-06,5.2143e-06,5.1154e-06,4.9539e-06,4.6505e-06,5.9339e-06,5.0033e-06,4.639e-06,4.9386e-06,4.3527e-06,4.8783e-06
11,,2.3537e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
