,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,108.43,106.6,108.09,106.74,107.21,106.72,106.17,106.55,106.64,106.66,106.86,106.75,106.72,106.88,106.67,106.58,106.44,106.59,106.79,106.53,106.86,106.67,106.66,106.84,106.51,106.7,106.74,106.62
1,-223.4,-221.89,-223.24,-221.9,-222.35,-221.88,-221.4,-221.75,-221.88,-221.86,-222.05,-221.96,-221.91,-222.08,-221.87,-221.79,-221.68,-221.8,-221.99,-221.74,-222.07,-221.87,-221.87,-222.04,-221.73,-221.91,-221.95,-221.83
2,-7.968,-7.9531,-8.0791,-8.1006,-8.0902,-8.0806,-8.0116,-8.0416,-8.0079,-8.032,-8.0431,-8.027,-8.0463,-8.0304,-8.038,-8.0266,-8.0059,-8.0287,-8.0336,-8.0317,-8.0286,-8.038,-8.0296,-8.0399,-8.0232,-8.0287,-8.0272,-8.0275
3,-0.040488,-0.041004,-0.04181,-0.041837,-0.041666,-0.041744,-0.041182,-0.041562,-0.041053,-0.041108,-0.041359,-0.041334,-0.041449,-0.041327,-0.041485,-0.041288,-0.041203,-0.041351,-0.041386,-0.041301,-0.041369,-0.041376,-0.041293,-0.041441,-0.041265,-0.041318,-0.041309,-0.041345
4,-0.00021884,-0.00022155,-0.00022389,-0.00022514,-0.00022376,-0.00022437,-0.00022155,-0.00022348,-0.00022149,-0.00022213,-0.00022247,-0.00022252,-0.00022306,-0.00022279,-0.00022337,-0.00022261,-0.00022205,-0.00022273,-0.00022285,-0.00022251,-0.00022285,-0.00022275,-0.00022251,-0.00022305,-0.00022222,-0.00022276,-0.00022264,-0.00022264
5,4.4368,4.4318,4.4225,4.4328,4.4328,4.4313,4.4259,4.4252,4.4266,4.4273,4.4274,4.4266,4.4261,4.427,4.4274,4.4278,4.4277,4.4276,4.4278,4.4278,4.4277,4.4276,4.4275,4.4276,4.4276,4.4276,4.4276,4.4275
6,1.7427,1.7844,1.749,1.7493,1.7391,1.7378,1.7352,1.7403,1.7409,1.7404,1.7423,1.7414,1.7421,1.7405,1.7403,1.7424,1.7412,1.7411,1.7409,1.7409,1.741,1.7407,1.741,1.7411,1.741,1.741,1.741,1.7409
7,-0.0070299,0.0035675,0.0071857,0.0020616,-0.0080629,-0.0036298,0.0052065,0.0040499,0.0034778,0.0035246,0.00087903,0.0042626,0.002311,0.00097624,0.0017832,0.0025293,0.001549,0.0014926,0.0018316,0.0012809,0.0016196,0.0015558,0.001504,0.0016656,0.0017276,0.0015248,0.001395,0.0016792
8,0.018289,0.0063278,0.002922,0.007917,0.018486,0.013826,0.0046234,0.0057464,0.0063046,0.0062815,0.0090476,0.005523,0.0074777,0.008863,0.0080376,0.0073034,0.0083112,0.0083752,0.0080079,0.0086106,0.0082227,0.0082883,0.0083686,0.0081857,0.0081125,0.0083249,0.0084543,0.0081554
9,-0.00018816,-5.8826e-05,-2.9858e-05,-7.8535e-05,-0.0001445,-0.00011214,-4.3405e-05,-5.6034e-05,-5.6036e-05,-5.934e-05,-8.3662e-05,-5.292e-05,-6.7657e-05,-7.7209e-05,-7.2311e-05,-6.5912e-05,-7.4425e-05,-7.3025e-05,-7.0587e-05,-7.5625e-05,-7.2241e-05,-7.2975e-05,-7.4025e-05,-7.1745e-05,-7.1288e-05,-7.3421e-05,-7.4924e-05,-7.168e-05
10,4.4101e-05,9.8878e-06,7.9342e-06,1.9056e-05,1.8617e-05,1.4426e-05,1.0297e-05,1.2623e-05,1.2851e-05,1.1416e-05,1.4967e-05,1.1735e-05,1.4499e-05,1.6264e-05,1.5768e-05,1.3343e-05,1.4477e-05,1.5422e-05,1.5996e-05,1.6077e-05,1.573e-05,1.5643e-05,1.5907e-05,1.537e-05,1.5675e-05,1.6003e-05,1.6259e-05,1.6014e-05
11,1.2723e-06,,,5.558e-07,-4.8318e-07,3.7008e-06,1.8434e-06,6.9196e-07,-5.3786e-07,1.3159e-06,1.4938e-06,7.9216e-07,-4.6138e-07,-2.1627e-06,-7.2058e-07,7.937e-07,2.0249e-07,-1.1497e-06,-2.21e-06,-1.5798e-06,-1.5092e-06,-1.6653e-06,-1.4941e-06,-1.1508e-06,-2.1501e-06,-1.6362e-06,-2.3607e-06,-2.7924e-06
