,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,12.821,12.428,12.554,12.222,12.812,12.669,12.136,12.532,12.221,12.316,12.385,12.407,12.407,12.405,12.521,12.39,12.465,12.441,12.462,12.555,12.507,12.436,12.443,12.389,12.457,12.457,12.465,12.504,12.504,12.399,12.495,12.446,12.404,12.487
1,-26.168,-25.761,-25.895,-25.573,-26.145,-26.0,-25.483,-25.874,-25.566,-25.66,-25.726,-25.744,-25.744,-25.746,-25.859,-25.73,-25.804,-25.782,-25.803,-25.895,-25.846,-25.775,-25.783,-25.731,-25.796,-25.797,-25.804,-25.845,-25.845,-25.739,-25.836,-25.788,-25.745,-25.827
2,-0.34819,-0.36214,-0.35654,-0.35019,-0.36339,-0.36681,-0.35073,-0.35619,-0.35334,-0.35377,-0.35582,-0.36022,-0.36022,-0.35588,-0.36013,-0.35795,-0.35818,-0.35727,-0.35637,-0.35834,-0.35927,-0.35816,-0.35753,-0.35625,-0.35915,-0.35752,-0.35832,-0.3572,-0.3572,-0.35824,-0.35717,-0.35635,-0.35644,-0.35785
3,-4.1568e-05,-4.3676e-05,-4.1316e-05,-3.9741e-05,-3.8545e-05,-4.1765e-05,-3.906e-05,-3.9697e-05,-4.0344e-05,-3.9106e-05,-3.9826e-05,-4.0148e-05,-4.0148e-05,-3.9966e-05,-4.0372e-05,-3.9774e-05,-4.0608e-05,-4.0029e-05,-3.9813e-05,-4.0521e-05,-4.0547e-05,-4.0197e-05,-4.0507e-05,-4.011e-05,-4.0571e-05,-4.0161e-05,-4.039e-05,-4.0052e-05,-4.0052e-05,-3.986e-05,-4.0003e-05,-4.0031e-05,-4.013e-05,-4.0405e-05
4,-1.9845e-09,-2.3249e-10,-2.2571e-09,-9.4849e-10,-1.6469e-09,-2.1373e-09,2.5659e-10,-2.2675e-09,-4.9698e-10,-1.3063e-09,-7.2151e-10,-8.5549e-11,-8.5549e-11,-6.799e-10,-1.5471e-09,-1.0772e-09,-9.3007e-10,-1.9213e-09,-1.9032e-09,-1.8967e-09,-9.7094e-10,-1.2671e-09,-1.2881e-09,-1.462e-09,-6.0464e-10,-1.5315e-09,-1.6524e-09,-7.467e-10,-7.467e-10,-4.1234e-10,-1.5001e-09,-1.9307e-09,-1.6031e-09,-1.3094e-09
5,0.48818,0.49148,0.49499,0.49062,0.49045,0.49202,0.49189,0.491,0.49192,0.49189,0.4911,0.4921,0.4921,0.49175,0.49168,0.49172,0.49175,0.49161,0.49163,0.49165,0.49174,0.49172,0.49168,0.49169,0.49166,0.49169,0.49169,0.4917,0.4917,0.4917,0.49169,0.4917,0.49168,0.4917
6,0.18788,0.19988,0.18994,0.19623,0.19365,0.19391,0.19178,0.19419,0.19354,0.19308,0.19442,0.19294,0.19294,0.19292,0.19348,0.19343,0.19324,0.19318,0.19329,0.19337,0.19337,0.19326,0.19332,0.1932,0.19328,0.19328,0.19328,0.19334,0.19334,0.19328,0.19332,0.19329,0.19328,0.19329
7,0.0019293,0.0011665,0.00031875,0.001605,0.00073882,8.8402e-05,0.0013827,0.00059322,0.0010378,0.00095092,0.00086884,0.00078714,0.00078714,0.00071684,0.00073392,0.00087877,0.00094054,0.00086057,0.00085878,0.00085297,0.00088206,0.0009117,0.00083101,0.00089628,0.00086205,0.00088875,0.00088316,0.00088003,0.00088003,0.00089436,0.00085433,0.00089488,0.00088412,0.00088146
8,4.743e-05,0.00035898,0.0015464,2.3102e-05,0.00076192,0.001457,0.00016765,0.00088367,0.00049434,0.00053796,0.00064046,0.00072865,0.00072865,0.00078794,0.00077825,0.0006209,0.00055996,0.00064142,0.00064809,0.00065215,0.00062228,0.00059013,0.00067238,0.00060668,0.00063954,0.00061676,0.00062142,0.00062419,0.00062419,0.00060904,0.00064791,0.00060916,0.00061983,0.00062209
9,2.3422e-06,-1.5001e-06,-2.3617e-05,2.5581e-06,5.0243e-06,3.8007e-06,4.2417e-06,1.9524e-06,3.2758e-06,4.9446e-06,2.1717e-06,4.2933e-06,4.2933e-06,5.1026e-06,3.836e-06,3.5976e-06,3.6933e-06,3.9615e-06,3.9865e-06,3.8389e-06,3.9187e-06,3.9286e-06,3.6832e-06,3.9756e-06,3.7362e-06,3.936e-06,4.0151e-06,3.7771e-06,3.7771e-06,4.0126e-06,3.7818e-06,3.937e-06,3.8913e-06,3.8303e-06
10,,,2.4867e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
