,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.21419,0.21419,0.21212,0.97758,1.2653,0.94382,0.66136,0.60321,0.48037,0.76166,0.46465,0.59806,0.61955,0.57582,0.50404,0.51677,0.73925,0.51224,0.51224,0.62712,0.62712,0.4783,0.56966,0.55195,0.58883,0.60831,0.60831,0.52901,0.56044,0.56846,0.56846,0.54099,0.54099,0.52279,0.5776,0.51048,0.58424,0.58424,0.60712,0.60712,0.60712,0.47124,0.486,0.486,0.54279,0.56469,0.56469,0.56469,0.58083,0.58083,0.58083,0.59047,0.59047,0.59047,0.51544
1,-3.7367,-3.7367,-4.0487,-4.6061,-5.0435,-4.62,-4.3763,-4.2959,-4.1876,-4.4906,-4.1924,-4.3163,-4.3329,-4.2915,-4.2319,-4.2398,-4.4553,-4.2355,-4.2355,-4.3495,-4.3495,-4.2006,-4.2886,-4.2736,-4.3117,-4.3287,-4.3287,-4.2507,-4.282,-4.2897,-4.2897,-4.2617,-4.2617,-4.2454,-4.2995,-4.2331,-4.305,-4.305,-4.328,-4.328,-4.328,-4.1933,-4.2084,-4.2084,-4.2646,-4.286,-4.286,-4.286,-4.302,-4.302,-4.302,-4.3118,-4.3118,-4.3118,-4.2374
2,-0.031198,-0.031198,-0.041802,-0.041233,-0.052372,-0.048564,-0.042998,-0.042438,-0.044214,-0.044721,-0.045462,-0.043989,-0.045274,-0.043828,-0.043769,-0.044891,-0.047082,-0.042243,-0.042243,-0.045225,-0.045225,-0.043205,-0.045426,-0.043901,-0.044364,-0.045023,-0.045023,-0.044201,-0.04486,-0.045124,-0.045124,-0.044854,-0.044854,-0.043758,-0.044588,-0.043602,-0.045219,-0.045219,-0.045168,-0.045168,-0.045168,-0.043868,-0.043809,-0.043809,-0.044465,-0.044703,-0.044703,-0.044703,-0.045042,-0.045042,-0.045042,-0.044804,-0.044804,-0.044804,-0.044113
3,-2.7003e-06,-2.7003e-06,-4.9873e-06,-4.2313e-06,-6.1978e-06,-5.6983e-06,-3.9427e-06,-4.5255e-06,-4.0416e-06,-4.7659e-06,-5.1915e-06,-4.6722e-06,-4.3278e-06,-4.1711e-06,-4.1806e-06,-4.2232e-06,-4.8143e-06,-4.1635e-06,-4.1635e-06,-4.5317e-06,-4.5317e-06,-4.1718e-06,-4.5883e-06,-4.3855e-06,-4.3473e-06,-4.3771e-06,-4.3771e-06,-4.3435e-06,-4.4371e-06,-4.5567e-06,-4.5567e-06,-4.4566e-06,-4.4566e-06,-4.4162e-06,-4.551e-06,-4.3531e-06,-4.5236e-06,-4.5236e-06,-4.5052e-06,-4.5052e-06,-4.5052e-06,-4.3496e-06,-4.3313e-06,-4.3313e-06,-4.4164e-06,-4.4779e-06,-4.4779e-06,-4.4779e-06,-4.505e-06,-4.505e-06,-4.505e-06,-4.4352e-06,-4.4352e-06,-4.4352e-06,-4.4317e-06
4,3.0153e-10,3.0153e-10,-7.1151e-10,1.279e-11,2.2868e-10,-7.428e-10,-1.1848e-09,1.0613e-09,1.1869e-09,-1.5845e-11,4.9081e-10,7.5802e-10,-1.076e-09,-3.3617e-10,4.3464e-10,-2.2135e-10,-2.7043e-10,6.8358e-10,6.8358e-10,-2.1319e-10,-2.1319e-10,-9.5119e-10,9.7231e-10,-3.097e-10,6.5072e-11,-4.8252e-10,-4.8252e-10,3.2433e-10,-6.9949e-10,-1.4025e-09,-1.4025e-09,-1.5788e-11,-1.5788e-11,2.7555e-11,5.525e-10,4.0461e-10,1.1597e-09,1.1597e-09,4.8446e-10,4.8446e-10,4.8446e-10,1.2358e-09,2.4748e-10,2.4748e-10,-3.4504e-10,-1.0856e-09,-1.0856e-09,-1.0856e-09,-3.1193e-11,-3.1193e-11,-3.1193e-11,-1.2852e-10,-1.2852e-10,-1.2852e-10,-1.0037e-09
5,0.012311,0.012311,0.01244,0.012997,0.012912,0.013639,0.012857,0.012637,0.01293,0.012963,0.012631,0.012917,0.013226,0.013047,0.012985,0.012918,0.012933,0.012982,0.012982,0.012887,0.012887,0.012903,0.013071,0.012982,0.012931,0.01298,0.01298,0.012973,0.012986,0.012952,0.012952,0.013013,0.013013,0.012963,0.012957,0.012957,0.012993,0.012993,0.012955,0.012955,0.012955,0.01297,0.012986,0.012986,0.012979,0.012979,0.012979,0.012979,0.012962,0.012962,0.012962,0.012982,0.012982,0.012982,0.012979
6,0.009011,0.009011,0.009222,0.0093238,0.0093378,0.0099314,0.0095012,0.0093448,0.0095274,0.0094904,0.0093346,0.0095171,0.0096941,0.0095374,0.0095404,0.009508,0.0094855,0.0095461,0.0095461,0.0094763,0.0094763,0.0094809,0.0095817,0.0095268,0.0095038,0.0095366,0.0095366,0.0095327,0.0095303,0.0095195,0.0095195,0.0095535,0.0095535,0.0095284,0.0095207,0.0095265,0.0095406,0.0095406,0.0095205,0.0095205,0.0095205,0.0095271,0.0095376,0.0095376,0.009535,0.0095332,0.0095332,0.0095332,0.0095236,0.0095236,0.0095236,0.0095344,0.0095344,0.0095344,0.009534
7,-4.2932e-06,-4.2932e-06,-5.8682e-06,-3.0961e-06,-3.8224e-06,-2.7555e-06,-4.9391e-06,-5.0371e-06,-4.8798e-06,-3.8926e-06,-5.1153e-06,-4.8033e-06,-3.7645e-06,-4.1291e-06,-4.4421e-06,-4.5785e-06,-4.2035e-06,-4.6771e-06,-4.6771e-06,-4.4806e-06,-4.4806e-06,-4.5426e-06,-4.2277e-06,-4.6025e-06,-4.4411e-06,-4.4372e-06,-4.4372e-06,-4.6945e-06,-4.4275e-06,-4.4404e-06,-4.4404e-06,-4.3405e-06,-4.3405e-06,-4.6484e-06,-4.4794e-06,-4.7013e-06,-4.375e-06,-4.375e-06,-4.4469e-06,-4.4469e-06,-4.4469e-06,-4.6013e-06,-4.596e-06,-4.596e-06,-4.4571e-06,-4.435e-06,-4.435e-06,-4.435e-06,-4.446e-06,-4.446e-06,-4.446e-06,-4.4035e-06,-4.4035e-06,-4.4035e-06,-4.5952e-06
