,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,10.949,12.053,12.634,12.156,11.435,12.074,12.0,12.378,11.79,12.035,12.035,11.761,12.085,12.085,11.944,11.866,11.866,11.866,11.806,11.806,11.84,11.943,11.943,12.026,11.901,11.894,11.894,11.894,11.894,11.897,11.897,11.904,11.904,11.904,11.904,11.843,11.843,11.843,11.969,11.969,11.969,11.908,11.908,11.908,11.851,11.851,11.851,11.851,11.921,11.921,11.919,11.919,11.908,11.908
1,-23.238,-23.111,-22.914,-22.622,-22.228,-22.711,-22.72,-23.092,-22.556,-22.793,-22.793,-22.538,-22.821,-22.821,-22.695,-22.637,-22.637,-22.63,-22.564,-22.564,-22.591,-22.704,-22.704,-22.782,-22.663,-22.657,-22.657,-22.657,-22.657,-22.66,-22.66,-22.663,-22.663,-22.663,-22.663,-22.605,-22.605,-22.605,-22.728,-22.728,-22.728,-22.666,-22.666,-22.666,-22.613,-22.613,-22.613,-22.613,-22.679,-22.679,-22.678,-22.678,-22.667,-22.667
2,-0.47583,-0.57618,-0.50117,-0.55951,-0.48026,-0.55205,-0.55405,-0.58012,-0.52911,-0.53547,-0.53547,-0.52289,-0.54263,-0.54263,-0.53892,-0.52903,-0.52903,-0.54269,-0.54131,-0.54131,-0.54143,-0.53629,-0.53629,-0.54261,-0.53708,-0.53658,-0.53658,-0.53658,-0.53658,-0.53548,-0.53548,-0.53984,-0.53984,-0.53984,-0.53984,-0.53712,-0.53712,-0.53712,-0.53975,-0.53975,-0.53975,-0.53982,-0.53982,-0.53982,-0.53544,-0.53544,-0.53544,-0.53544,-0.54023,-0.54023,-0.53937,-0.53937,-0.53919,-0.53919
3,-0.00037114,-0.00041285,-0.00029517,-0.00036756,-0.00034057,-0.00039943,-0.00039963,-0.00042607,-0.00037376,-0.00038327,-0.00038327,-0.00037023,-0.00038864,-0.00038864,-0.00038725,-0.0003685,-0.0003685,-0.00037911,-0.00038491,-0.00038491,-0.00038704,-0.00038094,-0.00038094,-0.00038067,-0.00038187,-0.00037623,-0.00037623,-0.00037623,-0.00037623,-0.0003799,-0.0003799,-0.00038458,-0.00038458,-0.00038458,-0.00038458,-0.00037899,-0.00037899,-0.00037899,-0.0003795,-0.0003795,-0.0003795,-0.00038203,-0.00038203,-0.00038203,-0.00037754,-0.00037754,-0.00037754,-0.00037754,-0.00038143,-0.00038143,-0.00038406,-0.00038406,-0.00038291,-0.00038291
4,-3.2876e-08,-3.2969e-08,-2.462e-08,-2.9948e-08,-3.0939e-08,-3.0643e-08,-3.4063e-08,-3.4573e-08,-3.0461e-08,-3.1768e-08,-3.1768e-08,-3.0594e-08,-3.3619e-08,-3.3619e-08,-3.1467e-08,-3.1226e-08,-3.1226e-08,-3.0638e-08,-3.1593e-08,-3.1593e-08,-3.2379e-08,-3.1473e-08,-3.1473e-08,-3.0765e-08,-3.0803e-08,-3.0378e-08,-3.0378e-08,-3.0378e-08,-3.0378e-08,-3.0124e-08,-3.0124e-08,-3.0642e-08,-3.0642e-08,-3.0642e-08,-3.0642e-08,-3.1694e-08,-3.1694e-08,-3.1694e-08,-3.141e-08,-3.141e-08,-3.141e-08,-3.113e-08,-3.113e-08,-3.113e-08,-3.1647e-08,-3.1647e-08,-3.1647e-08,-3.1647e-08,-3.2157e-08,-3.2157e-08,-3.2553e-08,-3.2553e-08,-3.0801e-08,-3.0801e-08
5,0.036278,0.03731,0.037863,0.038338,0.038606,0.037081,0.038066,0.039359,0.038654,0.038863,0.038863,0.038811,0.039144,0.039144,0.038997,0.038912,0.038912,0.038776,0.038909,0.038909,0.038678,0.038939,0.038939,0.038811,0.038805,0.038961,0.038961,0.038961,0.038961,0.038922,0.038922,0.038898,0.038898,0.038898,0.038898,0.038918,0.038918,0.038918,0.038946,0.038946,0.038946,0.038961,0.038961,0.038961,0.038909,0.038909,0.038909,0.038909,0.038932,0.038932,0.03893,0.03893,0.038925,0.038925
6,0.027098,0.027655,0.028529,0.028245,0.028512,0.026994,0.028051,0.028789,0.028396,0.028568,0.028568,0.02851,0.028607,0.028607,0.02863,0.028563,0.028563,0.028496,0.0286,0.0286,0.028444,0.028597,0.028597,0.028537,0.028539,0.028583,0.028583,0.028583,0.028583,0.028584,0.028584,0.028567,0.028567,0.028567,0.028567,0.028579,0.028579,0.028579,0.028597,0.028597,0.028597,0.028604,0.028604,0.028604,0.028571,0.028571,0.028571,0.028571,0.028587,0.028587,0.028588,0.028588,0.028586,0.028586
7,-1.9397e-05,-1.7644e-05,-1.794e-05,-1.34e-05,-1.4093e-05,-1.6723e-05,-1.4734e-05,-1.0782e-05,-1.264e-05,-1.2991e-05,-1.2991e-05,-1.3715e-05,-1.2013e-05,-1.2013e-05,-1.2645e-05,-1.2966e-05,-1.2966e-05,-1.3796e-05,-1.3315e-05,-1.3315e-05,-1.355e-05,-1.3011e-05,-1.3011e-05,-1.3839e-05,-1.3878e-05,-1.2457e-05,-1.2457e-05,-1.2457e-05,-1.2457e-05,-1.3352e-05,-1.3352e-05,-1.29e-05,-1.29e-05,-1.29e-05,-1.29e-05,-1.2828e-05,-1.2828e-05,-1.2828e-05,-1.2859e-05,-1.2859e-05,-1.2859e-05,-1.2854e-05,-1.2854e-05,-1.2854e-05,-1.281e-05,-1.281e-05,-1.281e-05,-1.281e-05,-1.2844e-05,-1.2844e-05,-1.2912e-05,-1.2912e-05,-1.2885e-05,-1.2885e-05
8,-9.3126e-07,-1.1706e-06,-4.3118e-07,-8.17e-07,-7.2578e-07,-9.4793e-07,-1.1293e-06,-2.3191e-07,-7.6386e-07,-7.2183e-07,-7.2183e-07,-8.8037e-07,-8.0773e-07,-8.0773e-07,-6.8526e-07,-7.2909e-07,-7.2909e-07,-8.1934e-07,-7.3749e-07,-7.3749e-07,-8.4065e-07,-7.1373e-07,-7.1373e-07,-8.0235e-07,-8.0245e-07,-7.8739e-07,-7.8739e-07,-7.8739e-07,-7.8739e-07,-8.2815e-07,-8.2815e-07,-7.6423e-07,-7.6423e-07,-7.6423e-07,-7.6423e-07,-7.2974e-07,-7.2974e-07,-7.2974e-07,-7.1503e-07,-7.1503e-07,-7.1503e-07,-6.9611e-07,-6.9611e-07,-6.9611e-07,-7.4604e-07,-7.4604e-07,-7.4604e-07,-7.4604e-07,-7.3308e-07,-7.3308e-07,-7.3148e-07,-7.3148e-07,-7.2589e-07,-7.2589e-07
