,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,288.72,293.58,289.2,288.53,290.96,291.72,291.52,289.43,291.6,291.11,290.56,291.15,290.78,291.23,291.0,290.77,290.58,290.74,290.83,290.88,290.97,290.64,290.86,290.67,290.67,290.79,290.72,290.48,290.77,290.81,290.67
1,-270.74,-274.35,-270.58,-270.37,-271.89,-272.74,-272.61,-270.89,-272.63,-272.22,-271.79,-272.25,-272.04,-272.37,-272.14,-271.95,-271.8,-271.88,-271.98,-272.11,-272.12,-271.85,-272.05,-271.88,-271.88,-272.03,-271.94,-271.73,-271.95,-271.98,-271.9
2,-35.79,-36.948,-36.388,-35.938,-36.803,-36.723,-36.651,-36.284,-36.709,-36.629,-36.509,-36.641,-36.488,-36.598,-36.598,-36.559,-36.517,-36.595,-36.592,-36.517,-36.59,-36.528,-36.541,-36.529,-36.528,-36.506,-36.522,-36.49,-36.566,-36.573,-36.51
3,-0.56268,-0.60334,-0.5839,-0.56732,-0.5978,-0.59766,-0.59263,-0.58852,-0.59611,-0.59152,-0.59201,-0.59505,-0.5894,-0.59611,-0.59334,-0.59234,-0.59191,-0.5919,-0.59407,-0.59052,-0.59344,-0.59086,-0.59162,-0.59313,-0.59163,-0.59043,-0.5912,-0.59031,-0.59312,-0.59343,-0.59178
4,-0.0005955,-0.0006578,-0.00063182,-0.00060835,-0.00065123,-0.00065486,-0.00064902,-0.00064736,-0.0006585,-0.00064955,-0.0006498,-0.00065353,-0.00064761,-0.00065698,-0.00065197,-0.00065203,-0.00064891,-0.0006485,-0.00065237,-0.00064692,-0.00065329,-0.00064777,-0.0006484,-0.0006526,-0.00064876,-0.00064649,-0.00064923,-0.0006474,-0.00065246,-0.00065267,-0.00064976
5,2.0342,2.111,2.0971,2.0894,2.0916,2.0836,2.0864,2.0796,2.0838,2.0838,2.0833,2.0842,2.0882,2.0857,2.0841,2.0836,2.0851,2.0849,2.0851,2.0843,2.0842,2.0844,2.0845,2.0846,2.0845,2.0845,2.0845,2.0846,2.0843,2.0843,2.0838
6,1.36,1.2979,1.3134,1.3187,1.3189,1.3245,1.3197,1.3219,1.3183,1.3203,1.3236,1.321,1.3193,1.3205,1.321,1.3211,1.3188,1.3195,1.3193,1.3202,1.3203,1.3205,1.3201,1.3198,1.3199,1.3199,1.32,1.3198,1.3202,1.3201,1.3208
7,0.041502,0.046266,0.045394,0.04325,0.044834,0.044337,0.045613,0.044772,0.044176,0.04443,0.044548,0.044404,0.044826,0.044499,0.044267,0.044399,0.04424,0.044296,0.044142,0.044349,0.044316,0.044462,0.044319,0.044233,0.044317,0.044326,0.044269,0.044337,0.044353,0.044267,0.04433
8,0.0075787,0.0055494,0.0060661,0.006794,0.0061605,0.0063871,0.0058994,0.0061932,0.0064304,0.0063067,0.0062448,0.0063442,0.0061597,0.0062594,0.0063597,0.0063147,0.0063783,0.0063341,0.0064064,0.006336,0.0063433,0.0062818,0.0063337,0.0063779,0.0063448,0.0063467,0.0063601,0.006348,0.0063395,0.0063646,0.0063361
9,-4.4861e-06,-2.6016e-05,-2.6289e-05,-1.0764e-05,-1.4547e-05,-1.6068e-05,-2.5039e-05,-1.5882e-05,-1.1031e-05,-1.0751e-05,-1.2571e-05,-1.3245e-05,-1.5605e-05,-1.1338e-05,-9.4939e-06,-1.0897e-05,-1.0309e-05,-9.5235e-06,-9.3965e-06,-1.0665e-05,-1.027e-05,-1.0774e-05,-9.7061e-06,-1.0132e-05,-1.0325e-05,-1.0626e-05,-1.0011e-05,-1.1418e-05,-1.116e-05,-1.0098e-05,-9.9575e-06
10,,1.1063e-06,3.0268e-06,3.4285e-06,1.8599e-06,2.1015e-06,1.1706e-06,1.3484e-06,2.6046e-06,1.6785e-06,2.0675e-06,2.4718e-06,2.6758e-06,1.4164e-06,1.7719e-06,1.9061e-06,2.485e-06,1.2909e-06,2.4674e-06,2.6211e-06,2.691e-06,2.6143e-06,2.4853e-06,2.7116e-06,2.0051e-06,2.5244e-06,2.1965e-06,2.2492e-06,2.8353e-06,2.7446e-06,2.6976e-06
