,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,723.82,724.11,724.63,725.94,723.5,724.22,723.54,726.19,725.46,724.46,726.59,723.95,725.38,725.42,725.01,725.08,724.06,724.42,725.12,724.78,725.15,724.96,725.55,724.88,725.1,725.05,725.13,724.84,724.8,725.23,725.16
1,-665.6,-666.37,-666.93,-668.4,-666.24,-666.59,-666.18,-668.01,-667.21,-666.57,-668.35,-666.39,-667.49,-667.27,-667.1,-667.26,-666.34,-666.64,-667.28,-666.88,-667.19,-667.12,-667.53,-667.06,-667.25,-667.11,-667.29,-667.03,-667.0,-667.31,-667.26
2,-96.161,-95.722,-95.62,-95.472,-95.273,-95.623,-95.341,-96.119,-96.192,-95.837,-96.175,-95.547,-95.863,-96.106,-95.877,-95.796,-95.689,-95.754,-95.804,-95.848,-95.912,-95.804,-95.96,-95.787,-95.811,-95.899,-95.803,-95.774,-95.764,-95.873,-95.86
3,-3.3227,-3.2602,-3.2814,-3.2979,-3.2032,-3.2486,-3.2507,-3.298,-3.2994,-3.296,-3.2968,-3.2497,-3.2698,-3.2761,-3.2758,-3.2712,-3.2697,-3.2719,-3.2732,-3.2863,-3.29,-3.2735,-3.2898,-3.2743,-3.2767,-3.2852,-3.2698,-3.2778,-3.2776,-3.2862,-3.277
4,-0.011104,-0.010894,-0.010772,-0.010981,-0.01042,-0.010638,-0.010693,-0.010946,-0.010936,-0.011005,-0.010947,-0.0107,-0.010802,-0.0108,-0.010787,-0.010774,-0.010785,-0.010804,-0.01081,-0.010898,-0.010908,-0.010809,-0.01091,-0.010808,-0.010815,-0.010884,-0.010777,-0.010834,-0.010848,-0.010877,-0.01083
5,4.8094,4.8508,4.824,4.8319,4.819,4.8005,4.8066,4.8053,4.8193,4.8064,4.8117,4.802,4.8046,4.801,4.8012,4.7991,4.7999,4.8027,4.8032,4.8021,4.8033,4.8029,4.8015,4.8015,4.8029,4.8026,4.8033,4.8024,4.8027,4.8025,4.8019
6,2.8791,2.855,2.8609,2.8171,2.8475,2.8688,2.8728,2.8707,2.858,2.8651,2.8647,2.8698,2.8678,2.8725,2.8716,2.8717,2.8704,2.8697,2.8685,2.8693,2.8681,2.8689,2.8698,2.8705,2.8686,2.8689,2.8682,2.8691,2.8689,2.8689,2.8697
7,0.086458,0.091822,0.085299,0.085208,0.084884,0.085119,0.08492,0.084987,0.085778,0.084766,0.086381,0.085186,0.085643,0.084761,0.084831,0.084238,0.084557,0.084751,0.084778,0.084788,0.084485,0.084735,0.084898,0.084906,0.084644,0.084672,0.084798,0.084748,0.084879,0.08468,0.084723
8,0.016491,0.014506,0.017246,0.017641,0.017839,0.01764,0.017629,0.017623,0.017293,0.017763,0.017089,0.017561,0.017488,0.017722,0.017676,0.017984,0.017857,0.017741,0.017739,0.017731,0.017835,0.017744,0.017707,0.017682,0.017775,0.017777,0.017724,0.017753,0.017692,0.017769,0.017758
9,-4.2286e-05,-6.1493e-05,-9.3452e-05,-6.7506e-05,-8.6539e-05,-9.8058e-05,-0.00010043,-9.8007e-05,-0.0001001,-9.956e-05,-0.0001022,-0.00010094,-9.7313e-05,-0.00010423,-0.00010582,-0.00010785,-0.00010461,-0.00010818,-0.00010657,-0.00010759,-0.00010754,-0.00010801,-0.00010782,-0.00010784,-0.00010828,-0.00010841,-0.00010842,-0.0001085,-0.00010858,-0.00010865,-0.00010865
10,-4.0244e-05,-3.2158e-05,-1.2875e-05,-2.7224e-05,-1.5753e-05,-9.7241e-06,-5.765e-06,-9.0164e-06,-6.9437e-06,-8.9917e-06,-5.1996e-06,-4.8561e-06,-9.7933e-06,-2.9632e-06,-2.1892e-06,-1.354e-06,-2.9789e-06,-1.322e-06,-1.652e-06,-1.4226e-06,-1.024e-06,-1.2211e-06,-1.1537e-06,-1.2308e-06,-1.1304e-06,-1.332e-06,-1.3189e-06,-1.2093e-06,-1.187e-06,-1.2846e-06,-1.3438e-06
11,-2.4425e-06,-3.9574e-06,-2.3999e-06,-2.6043e-07,-1.4862e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
