,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,556.88,559.11,554.7,555.85,556.03,558.68,556.87,556.63,556.53,558.15,556.94,556.58,557.06,557.87,557.12,557.13,556.18,556.91,557.2,557.07,556.58,557.05,556.89,556.59,557.26,557.15,556.73,557.28,556.63,556.91,556.99
1,-507.98,-509.63,-507.36,-508.15,-508.2,-509.87,-508.82,-508.67,-508.48,-509.51,-508.78,-508.48,-508.74,-509.37,-508.94,-508.84,-508.16,-508.76,-508.91,-508.8,-508.46,-508.8,-508.68,-508.45,-508.92,-508.91,-508.55,-509.0,-508.54,-508.71,-508.73
2,-78.605,-79.159,-77.12,-77.461,-77.581,-78.478,-77.769,-77.687,-77.771,-78.325,-77.873,-77.821,-78.027,-78.187,-77.889,-77.999,-77.745,-77.867,-77.99,-77.978,-77.837,-77.96,-77.917,-77.854,-78.034,-77.952,-77.896,-77.981,-77.806,-77.92,-77.96
3,-2.3479,-2.4503,-2.3126,-2.3242,-2.3309,-2.4166,-2.3577,-2.3512,-2.3538,-2.3911,-2.3652,-2.3595,-2.3733,-2.3897,-2.3642,-2.3762,-2.3455,-2.3661,-2.3726,-2.3652,-2.3609,-2.3623,-2.3682,-2.3621,-2.374,-2.3645,-2.3616,-2.3701,-2.36,-2.363,-2.3728
4,-0.0062581,-0.006904,-0.0062657,-0.0063115,-0.0063436,-0.0066681,-0.0064286,-0.0064705,-0.0064408,-0.0066162,-0.0064723,-0.0064443,-0.0065128,-0.0065615,-0.0064885,-0.006525,-0.0063821,-0.0064864,-0.0065103,-0.00648,-0.0064623,-0.0064653,-0.0064894,-0.0064655,-0.0065177,-0.0064778,-0.0064539,-0.0064984,-0.0064573,-0.0064727,-0.006501
5,3.6838,3.6886,3.7145,3.7124,3.7006,3.6981,3.6849,3.6864,3.686,3.6865,3.6903,3.6876,3.6865,3.6909,3.6938,3.6916,3.692,3.6917,3.6914,3.6913,3.6906,3.6921,3.6925,3.6916,3.6908,3.6915,3.6912,3.6901,3.6907,3.6907,3.6909
6,2.3105,2.28,2.2719,2.2693,2.2726,2.2712,2.2786,2.2818,2.2781,2.2787,2.2761,2.2765,2.278,2.275,2.2714,2.2734,2.2731,2.2734,2.2731,2.2733,2.2739,2.272,2.2719,2.2727,2.2739,2.2731,2.2734,2.2745,2.2738,2.2736,2.2737
7,0.071083,0.068038,0.068811,0.069714,0.071896,0.070389,0.069018,0.070174,0.068899,0.070213,0.069693,0.070565,0.06954,0.069851,0.070064,0.069729,0.069911,0.069826,0.069515,0.069853,0.069791,0.069727,0.069667,0.069674,0.069902,0.06977,0.069855,0.069718,0.069815,0.069875,0.069766
8,0.011861,0.013177,0.012754,0.012276,0.011376,0.011956,0.012552,0.012055,0.012592,0.012083,0.012304,0.011949,0.012322,0.012201,0.012105,0.012259,0.012191,0.01219,0.012347,0.012225,0.012248,0.012264,0.012289,0.012281,0.012194,0.012245,0.012216,0.012276,0.012234,0.012219,0.012243
9,-7.5942e-05,-6.6818e-05,-6.4479e-05,-7.3007e-05,-7.0488e-05,-7.4411e-05,-7.291e-05,-7.6098e-05,-7.3539e-05,-8.0333e-05,-7.722e-05,-8.2501e-05,-7.4573e-05,-7.6674e-05,-7.7955e-05,-7.7644e-05,-7.8686e-05,-7.7105e-05,-7.7221e-05,-7.9152e-05,-7.8508e-05,-7.8103e-05,-7.8191e-05,-7.7858e-05,-7.8909e-05,-7.7855e-05,-7.86e-05,-7.8093e-05,-7.8373e-05,-7.9481e-05,-7.7807e-05
10,-2.2405e-05,-1.2521e-05,-9.4954e-06,-1.0337e-06,-1.3063e-05,-3.8925e-06,-2.3903e-07,-4.6511e-07,-6.5421e-07,7.3815e-09,-7.3456e-08,1.0942e-06,-5.6019e-07,-1.0963e-07,-8.337e-08,2.7891e-07,9.6458e-07,-2.0462e-07,7.5454e-07,2.658e-06,1.3876e-06,-1.2004e-07,2.568e-07,3.3698e-06,9.0528e-07,2.1158e-07,2.2965e-06,2.3283e-06,3.5732e-06,2.9765e-06,1.6407e-07
11,9.741e-06,3.3259e-06,,,6.6706e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
