,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,475.81,475.42,471.79,470.8,472.52,473.07,472.44,472.03,472.85,471.5,471.74,470.67,472.0,471.04,470.55,471.29,470.67,471.36,471.32,471.08,471.41,471.32,471.13,471.14,471.57,471.16,471.64,471.45,471.76,471.53,471.68
1,-434.37,-433.56,-431.14,-430.41,-431.26,-431.87,-431.41,-431.4,-431.75,-430.79,-430.79,-430.26,-431.24,-430.49,-430.2,-430.63,-430.24,-430.71,-430.68,-430.62,-430.74,-430.67,-430.65,-430.58,-430.96,-430.53,-431.01,-430.85,-431.02,-430.89,-430.94
2,-67.179,-67.563,-66.342,-66.133,-66.944,-66.89,-66.73,-66.338,-66.783,-66.425,-66.638,-66.133,-66.452,-66.264,-66.084,-66.364,-66.152,-66.352,-66.351,-66.172,-66.373,-66.36,-66.205,-66.271,-66.322,-66.342,-66.34,-66.31,-66.447,-66.347,-66.445
3,-1.8168,-1.8083,-1.7727,-1.7565,-1.8174,-1.8029,-1.7905,-1.7927,-1.8101,-1.7873,-1.8071,-1.7703,-1.7964,-1.7776,-1.765,-1.7829,-1.774,-1.7869,-1.788,-1.78,-1.7881,-1.7878,-1.7775,-1.7807,-1.7839,-1.7857,-1.7856,-1.7837,-1.7909,-1.7854,-1.7922
4,-0.0041584,-0.0041918,-0.0040135,-0.0039153,-0.00428,-0.004142,-0.0041193,-0.0041251,-0.004183,-0.004108,-0.0041817,-0.0040274,-0.0041663,-0.0040791,-0.0040328,-0.0041009,-0.0040684,-0.0041222,-0.0041259,-0.004093,-0.00412,-0.0041144,-0.0040786,-0.0040949,-0.0041078,-0.0041116,-0.0041152,-0.0041133,-0.0041334,-0.0041128,-0.0041372
5,3.0718,3.146,3.1803,3.141,3.1587,3.1265,3.1482,3.1538,3.158,3.1502,3.1535,3.1517,3.1494,3.1507,3.1477,3.1473,3.1476,3.1476,3.1488,3.1487,3.1477,3.1486,3.1481,3.1473,3.1477,3.148,3.1479,3.1482,3.1483,3.1477,3.1482
6,2.0231,1.9665,1.9248,1.9732,1.9609,1.9834,1.9644,1.9624,1.9561,1.9645,1.9592,1.9633,1.9627,1.9617,1.9638,1.9625,1.9621,1.9626,1.9615,1.962,1.9626,1.9618,1.9621,1.9632,1.9628,1.9623,1.9626,1.9623,1.962,1.9626,1.9623
7,0.058139,0.060003,0.063172,0.060243,0.062884,0.062102,0.062608,0.063889,0.063144,0.063537,0.06312,0.063554,0.062905,0.062649,0.06227,0.062313,0.06238,0.062394,0.061949,0.062154,0.062187,0.06213,0.062286,0.062216,0.062162,0.062223,0.062294,0.062227,0.062201,0.062106,0.062234
8,0.011908,0.011039,0.0097011,0.011136,0.0098524,0.010233,0.010036,0.009472,0.0097779,0.0095967,0.0098248,0.0095602,0.0098402,0.0099692,0.010093,0.010088,0.010068,0.010063,0.010227,0.010143,0.010137,0.010153,0.010101,0.010119,0.01015,0.010131,0.010105,0.010122,0.010137,0.010177,0.010122
9,-4.0501e-05,-3.0824e-05,-4.4097e-05,-5.2611e-05,-5.5084e-05,-5.4424e-05,-5.6306e-05,-5.9222e-05,-5.8309e-05,-5.5736e-05,-6.0931e-05,-5.497e-05,-5.4753e-05,-5.2677e-05,-5.1354e-05,-5.1243e-05,-5.2835e-05,-5.2893e-05,-4.9576e-05,-5.0527e-05,-5.0508e-05,-5.0031e-05,-5.1872e-05,-5.0533e-05,-5.024e-05,-5.1336e-05,-5.155e-05,-5.1389e-05,-5.1269e-05,-5.0798e-05,-5.1585e-05
10,-3.322e-06,-4.6529e-07,-2.4302e-06,1.0772e-06,1.1313e-06,3.6067e-07,9.9627e-07,9.237e-07,1.4754e-06,-6.8467e-08,3.1056e-06,2.3378e-07,4.6923e-07,2.2341e-07,9.9371e-07,8.8456e-07,6.4874e-07,6.23e-07,4.8573e-07,2.884e-07,5.2289e-07,3.4874e-07,7.1792e-07,3.0681e-07,7.5808e-07,5.8214e-07,9.2471e-07,6.4492e-07,1.1075e-06,5.4677e-07,6.2472e-07
