,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,370.88,371.65,372.89,374.28,372.9,372.81,372.81,372.98,372.95,372.72,372.62,372.7,372.65,372.52,372.55,372.54,372.97,372.36,372.45,372.69,372.86,372.74,372.64,372.68,372.68,372.74,372.79,372.64,372.69,372.57,372.52,372.59
1,-367.67,-368.52,-369.85,-371.11,-369.97,-369.72,-369.8,-369.96,-369.83,-369.63,-369.5,-369.68,-369.62,-369.43,-369.51,-369.55,-369.91,-369.34,-369.41,-369.65,-369.81,-369.69,-369.6,-369.63,-369.6,-369.7,-369.74,-369.6,-369.65,-369.55,-369.51,-369.57
2,-24.658,-24.631,-24.498,-24.627,-24.4,-24.545,-24.47,-24.488,-24.574,-24.554,-24.576,-24.482,-24.498,-24.551,-24.508,-24.451,-24.529,-24.489,-24.505,-24.512,-24.522,-24.508,-24.505,-24.514,-24.538,-24.507,-24.513,-24.505,-24.504,-24.492,-24.48,-24.492
3,-0.26026,-0.25407,-0.25424,-0.25683,-0.24951,-0.2538,-0.25359,-0.25253,-0.25606,-0.25603,-0.25535,-0.25436,-0.25458,-0.25433,-0.25512,-0.25403,-0.25459,-0.2536,-0.25475,-0.2545,-0.25471,-0.25429,-0.25455,-0.25421,-0.25467,-0.25451,-0.2545,-0.25423,-0.25434,-0.25439,-0.254,-0.25437
4,-0.00054324,-0.00052839,-0.00053266,-0.00053354,-0.000526,-0.0005301,-0.00052453,-0.00052008,-0.00052756,-0.00053216,-0.00052798,-0.00052595,-0.00052855,-0.0005274,-0.00052908,-0.00052841,-0.00052874,-0.00052751,-0.00052933,-0.0005283,-0.00052874,-0.00052802,-0.00052819,-0.00052742,-0.0005291,-0.00052922,-0.00052912,-0.00052796,-0.00052856,-0.00052927,-0.00052686,-0.00052805
5,0.97098,0.986,0.9839,0.9875,0.98247,0.97156,0.96712,0.97473,0.97488,0.97883,0.97228,0.97522,0.97112,0.97189,0.97372,0.97341,0.97361,0.97461,0.97431,0.97385,0.97262,0.97449,0.97332,0.97399,0.97373,0.97368,0.97389,0.97387,0.97395,0.97388,0.9738,0.97396
6,0.020096,0.019859,0.020141,0.020264,0.020484,0.020072,0.020024,0.019972,0.019945,0.020034,0.020208,0.020268,0.020088,0.019827,0.020138,0.020114,0.020034,0.020128,0.020145,0.020015,0.020078,0.020054,0.020001,0.020052,0.020079,0.020015,0.020049,0.020038,0.020027,0.02004,0.020028,0.020074
7,0.0096607,0.0097191,0.0096981,0.0097512,0.0097624,0.0096628,0.009642,0.0096669,0.0096749,0.0096994,0.0096734,0.0096988,0.0096578,0.009651,0.0096786,0.0096737,0.0096733,0.0096826,0.0096807,0.0096746,0.0096732,0.0096688,0.0096648,0.0096742,0.0096705,0.0096663,0.0096712,0.009673,0.0096701,0.0096748,0.009673,0.0096761
8,-0.00010171,-0.00011446,-0.0001161,-0.00010953,-0.00010588,-0.0001069,-0.0001082,-0.00010629,-0.00010832,-0.00010831,-0.00010594,-0.00010609,-0.00010737,-0.00010822,-0.00010763,-0.00010583,-0.00010646,-0.0001061,-0.0001065,-0.00010664,-0.00010617,-0.00010619,-0.00010685,-0.00010638,-0.00010614,-0.00010679,-0.00010638,-0.00010641,-0.00010637,-0.00010635,-0.00010653,-0.00010617
9,-3.5624e-07,4.0184e-06,6.4824e-06,3.5858e-06,2.6244e-06,1.6333e-06,5.5131e-06,3.3966e-06,1.5849e-06,1.5254e-06,2.5214e-06,1.7889e-06,2.0727e-06,7.3624e-06,3.3085e-06,1.1912e-05,5.0091e-06,2.7644e-06,1.3469e-05,1.0153e-05,9.9064e-06,1.2552e-05,4.1704e-06,4.0636e-06,1.2646e-05,5.536e-06,1.1571e-05,7.145e-06,1.2321e-05,1.3761e-05,1.3019e-05,6.133e-06
10,,,,,,,,,,,,,,,,2.1881e-06,,,7.1303e-07,4.0078e-06,,1.1917e-06,,,1.3428e-06,,2.4354e-06,,1.765e-06,4.1042e-07,1.1667e-06,
