225	-5.1690075
432	-5.177788
675	-5.183777
882	-5.179677
1728	-5.1792005
2400	-5.178324
3267	-5.1784285
4205	-5.1791455
4805	-5.1785055
5780	-5.178885
6480	-5.1789725
7220	-5.1791735
8100	-5.1789435
12005	-5.178955
16000	-5.1789475
20164	-5.178922
24200	-5.178937
28125	-5.178918
32000	-5.1789105
36125	-5.1789045
40432	-5.1789025
44180	-5.178901
48020	-5.1788965
51772	-5.178899
56448	-5.1789105
60236	-5.1789015
64000	-5.178906
68121	-5.1788975
71825	-5.17888
75712	-5.1789065
80143	-5.178911
