,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,158.8,158.59,157.71,158.13,157.69,158.3,157.8,158.02,157.58,157.93,158.19,158.25,158.09,158.06,157.81,158.23,158.0,158.09,158.02,158.06,158.03,158.15,158.04,158.1,158.03,157.97,158.06,158.11,158.08,158.09,158.11
1,-160.51,-160.24,-159.6,-159.86,-159.5,-160.06,-159.55,-159.72,-159.38,-159.71,-159.93,-159.97,-159.85,-159.81,-159.6,-159.96,-159.76,-159.83,-159.77,-159.83,-159.81,-159.91,-159.8,-159.86,-159.79,-159.74,-159.81,-159.86,-159.84,-159.84,-159.87
2,-9.0931,-9.1743,-8.9388,-9.1002,-9.0193,-9.0654,-9.0753,-9.1291,-9.0275,-9.0478,-9.085,-9.1075,-9.0725,-9.0739,-9.0404,-9.0966,-9.0687,-9.0855,-9.0707,-9.0605,-9.0546,-9.0665,-9.0714,-9.068,-9.0705,-9.0571,-9.0712,-9.0715,-9.0724,-9.075,-9.0637
3,-0.0324,-0.031835,-0.031225,-0.031283,-0.031067,-0.031067,-0.031392,-0.03173,-0.031175,-0.031192,-0.031471,-0.031575,-0.031291,-0.031329,-0.031217,-0.0317,-0.031348,-0.0315,-0.0314,-0.031315,-0.03133,-0.031329,-0.031343,-0.031347,-0.031396,-0.031328,-0.031342,-0.031361,-0.031348,-0.031328,-0.031307
4,-5.8767e-06,-5.8659e-06,-5.6244e-06,-5.6703e-06,-5.6078e-06,-5.5891e-06,-5.6977e-06,-5.762e-06,-5.6345e-06,-5.6917e-06,-5.6837e-06,-5.7027e-06,-5.6379e-06,-5.65e-06,-5.6319e-06,-5.7413e-06,-5.6673e-06,-5.7092e-06,-5.6763e-06,-5.6613e-06,-5.6626e-06,-5.6691e-06,-5.671e-06,-5.6659e-06,-5.6775e-06,-5.6616e-06,-5.6706e-06,-5.6649e-06,-5.6715e-06,-5.6687e-06,-5.6561e-06
5,0.48483,0.48397,0.4801,0.48513,0.48277,0.49066,0.48718,0.48499,0.48751,0.48568,0.48586,0.48496,0.4855,0.48552,0.48553,0.4855,0.4857,0.48569,0.48562,0.4857,0.48574,0.48567,0.48569,0.48571,0.4857,0.48579,0.48573,0.48571,0.48572,0.48557,0.48557
6,0.011619,0.011207,0.011477,0.011241,0.011053,0.011507,0.011083,0.011314,0.011204,0.011367,0.011181,0.011239,0.011177,0.011163,0.011295,0.011178,0.011121,0.01115,0.011187,0.011157,0.011161,0.011176,0.011157,0.011159,0.011168,0.011145,0.011155,0.011178,0.011152,0.011261,0.011262
7,0.0048919,0.0048406,0.0049304,0.0048884,0.0048924,0.0049923,0.0048827,0.0049567,0.0048598,0.0049551,0.0048644,0.0049406,0.0048711,0.0049029,0.004906,0.0048948,0.0048958,0.0048949,0.0048976,0.0048803,0.0048766,0.0048881,0.0049021,0.0048873,0.0048789,0.004897,0.0048794,0.0048938,0.0048964,0.0049457,0.0049477
8,1.6384e-06,-2.6205e-05,-4.6069e-06,-6.6396e-06,-9.51e-06,-3.2292e-06,-6.5097e-06,-8.3201e-06,-5.9959e-06,-4.1787e-06,-9.6878e-06,-4.9271e-06,-6.8284e-06,-6.4528e-06,-6.2157e-06,-6.656e-06,-8.1295e-06,-7.3475e-06,-6.0068e-06,-6.9897e-06,-6.6655e-06,-6.4895e-06,-7.777e-06,-6.9692e-06,-6.272e-06,-7.8162e-06,-6.4743e-06,-6.3076e-06,-7.8551e-06,-4.177e-06,-4.1073e-06
9,,-3.5573e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
