,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,543.2,544.56,546.53,546.54,543.53,542.75,543.9,544.93,544.39,544.41,544.61,545.02,543.4,543.93,544.58,544.66,544.06,544.64,544.37,543.8,544.14,544.06,544.33,544.12,543.86,544.13,544.14,544.61,544.37,544.13,544.07,544.17,544.44
1,-543.55,-544.72,-546.66,-546.58,-543.93,-543.4,-544.36,-545.27,-544.83,-544.89,-545.04,-545.32,-543.91,-544.35,-544.9,-544.97,-544.46,-545.07,-544.75,-544.27,-544.56,-544.52,-544.72,-544.54,-544.34,-544.54,-544.56,-545.0,-544.79,-544.57,-544.53,-544.61,-544.83
2,-31.758,-31.983,-32.006,-32.092,-31.725,-31.488,-31.672,-31.792,-31.699,-31.655,-31.718,-31.837,-31.629,-31.724,-31.819,-31.822,-31.738,-31.71,-31.763,-31.668,-31.718,-31.683,-31.745,-31.723,-31.658,-31.727,-31.722,-31.749,-31.714,-31.698,-31.678,-31.698,-31.755
3,-0.44614,-0.44434,-0.44336,-0.44403,-0.43719,-0.42964,-0.4362,-0.43845,-0.43347,-0.4338,-0.43562,-0.44125,-0.43418,-0.4371,-0.43992,-0.4389,-0.43738,-0.43661,-0.43787,-0.43492,-0.43595,-0.43554,-0.43691,-0.43705,-0.43523,-0.43665,-0.43685,-0.43637,-0.43663,-0.43598,-0.43569,-0.43606,-0.43719
4,-0.0027011,-0.0025101,-0.0023483,-0.0024759,-0.0024219,-0.0023635,-0.0024127,-0.0024017,-0.0023764,-0.0023807,-0.0024288,-0.0024337,-0.0024227,-0.0024201,-0.0024312,-0.0024137,-0.0024379,-0.0024177,-0.0024148,-0.0024213,-0.0024018,-0.002414,-0.0024171,-0.0024152,-0.0024169,-0.0024189,-0.0024203,-0.0024109,-0.002429,-0.0024091,-0.0024169,-0.0024121,-0.0024172
5,1.4478,1.4595,1.4562,1.4754,1.4458,1.4602,1.4546,1.4716,1.4698,1.4693,1.4676,1.4651,1.4673,1.4668,1.467,1.4653,1.4649,1.4648,1.4659,1.4642,1.4638,1.4656,1.465,1.4646,1.4644,1.4639,1.4638,1.4644,1.4654,1.4643,1.4649,1.4646,1.4646
6,0.025167,0.026118,0.026158,0.025534,0.025971,0.026044,0.025774,0.025991,0.026029,0.025499,0.026031,0.025807,0.025953,0.025995,0.026048,0.026104,0.026052,0.026026,0.025826,0.025758,0.025906,0.025975,0.025822,0.025841,0.025904,0.025844,0.025783,0.025859,0.025866,0.025849,0.02588,0.025826,0.025873
7,0.014336,0.014862,0.014971,0.014963,0.014798,0.014872,0.014835,0.014932,0.014924,0.014862,0.014916,0.014899,0.014889,0.014919,0.014927,0.014918,0.014909,0.014908,0.014876,0.01488,0.014899,0.014902,0.014887,0.014884,0.014892,0.014896,0.014887,0.014893,0.014886,0.014888,0.014888,0.014884,0.014888
8,-5.9648e-05,-7.9469e-05,-0.00010604,-0.00012502,-0.00011771,-0.00016849,-0.00012037,-0.00010251,-0.00011248,-0.00010688,-0.00010835,-0.00010906,-0.00010785,-0.00010598,-0.00010421,-0.00010526,-0.00010493,-0.00010525,-0.00010568,-0.00010865,-0.00010554,-0.00011026,-0.00010746,-0.00010642,-0.00010793,-0.00010654,-0.00010645,-0.00010635,-0.00010549,-0.00010687,-0.00010568,-0.00010608,-0.00010566
9,4.047e-05,-4.6588e-06,4.7364e-06,2.988e-05,1.5549e-05,6.6747e-05,1.4172e-05,6.2685e-07,9.895e-06,-3.3641e-06,6.0752e-06,4.3748e-06,6.4969e-06,6.0387e-07,2.0248e-06,-7.3346e-07,-3.0285e-07,-5.9504e-07,4.0912e-06,1.6189e-06,2.7197e-06,5.7304e-06,-3.4486e-07,-2.8785e-07,1.6433e-06,1.4481e-06,1.2915e-06,-3.2184e-07,-5.8148e-07,-3.2547e-07,-1.0711e-06,3.197e-06,3.4385e-06
10,-4.4937e-05,2.1189e-05,1.1313e-05,2.4205e-05,2.1347e-05,2.2915e-05,2.2109e-05,,1.9792e-05,,1.2208e-05,8.9017e-06,1.5674e-05,1.294e-05,,,,,,1.4821e-05,,1.0829e-05,,,1.5666e-05,,,,,,,,
11,1.0319e-05,3.1713e-06,1.5777e-05,1.1127e-05,2.213e-06,1.9127e-06,2.653e-06,,6.4777e-06,,1.2538e-05,,9.7669e-06,1.1094e-05,,,,,,9.9327e-06,,1.3409e-05,,,9.3441e-06,,,,,,,,
12,9.9548e-06,,2.4506e-06,5.1857e-06,,,,,,,2.5085e-06,,,1.9569e-06,,,,,,,,1.9984e-06,,,,,,,,,,,
