,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,263.02,263.82,263.51,260.95,261.87,263.18,262.67,262.92,262.57,262.29,262.81,262.58,262.72,263.16,262.93,262.63,262.61,262.64,262.56,262.82,262.73,262.76,262.83,262.52,262.77,262.6,262.64,262.66,262.73,262.61
1,-335.3,-336.1,-335.88,-333.45,-334.23,-335.59,-335.0,-335.4,-335.04,-334.7,-335.23,-335.02,-335.09,-335.55,-335.33,-334.97,-335.03,-335.08,-335.01,-335.16,-335.09,-335.14,-335.21,-334.94,-335.16,-335.03,-335.03,-335.08,-335.12,-335.01
2,-39.347,-39.364,-39.282,-39.107,-39.257,-39.232,-39.28,-39.146,-39.17,-39.215,-39.216,-39.186,-39.244,-39.241,-39.229,-39.294,-39.2,-39.189,-39.177,-39.279,-39.271,-39.25,-39.249,-39.21,-39.236,-39.202,-39.236,-39.212,-39.232,-39.224
3,-1.8289,-1.8339,-1.8526,-1.8429,-1.849,-1.8385,-1.8614,-1.8468,-1.8264,-1.8507,-1.8449,-1.8463,-1.8528,-1.8394,-1.8429,-1.8462,-1.8513,-1.8382,-1.8421,-1.8507,-1.8474,-1.8444,-1.8494,-1.8409,-1.8449,-1.8427,-1.8476,-1.8436,-1.8469,-1.8457
4,-0.024983,-0.025434,-0.02553,-0.025356,-0.025425,-0.025322,-0.025598,-0.025488,-0.025148,-0.025459,-0.025378,-0.025389,-0.025459,-0.025361,-0.025429,-0.02545,-0.025515,-0.025365,-0.025399,-0.025525,-0.025438,-0.02544,-0.025435,-0.025377,-0.025417,-0.02541,-0.02544,-0.025403,-0.025427,-0.025417
5,14.463,14.403,14.436,14.38,14.421,14.433,14.426,14.421,14.425,14.425,14.427,14.429,14.429,14.431,14.429,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428
6,0.60525,0.56508,0.57199,0.58674,0.57022,0.57971,0.57462,0.58004,0.57384,0.58,0.5777,0.57389,0.57304,0.57193,0.57338,0.57487,0.57453,0.57497,0.57456,0.57454,0.57482,0.57472,0.5744,0.57456,0.57452,0.57419,0.57431,0.57461,0.57449,0.57462
7,0.10573,0.10519,0.10892,0.1087,0.10713,0.10501,0.10703,0.1061,0.10742,0.10875,0.10665,0.10761,0.10705,0.10693,0.10778,0.10742,0.10743,0.10754,0.10737,0.10776,0.10771,0.10775,0.10758,0.10751,0.10757,0.10756,0.10762,0.1078,0.10764,0.10761
8,0.0044777,0.0061779,0.004109,0.0057039,0.0064827,0.0089363,0.0070226,0.0070795,0.0067899,0.0064539,0.0081299,0.0074279,0.0072265,0.0069172,0.0069639,0.0072861,0.0070297,0.0071086,0.006826,0.0070949,0.0074508,0.0072839,0.0074479,0.007477,0.0070759,0.0075157,0.0073854,0.0071285,0.0074185,0.0072283
9,0.010101,0.0053391,0.0036571,0.0041406,0.0027723,0.0022247,0.0020039,0.0028189,0.0019907,0.0016886,0.0014703,0.0012733,0.0019133,0.0021362,0.0016413,0.0015903,0.0018715,0.0015976,0.0020496,0.0015725,0.0012159,0.0013764,0.0013222,0.001312,0.0016844,0.0012327,0.0013264,0.001454,0.0012812,0.0014926
10,0.00023778,-6.0398e-05,0.00041306,0.00030887,0.00052635,0.001369,0.00066266,0.00062437,0.00072103,0.00069491,0.00080116,0.0011611,0.0007941,0.00073466,0.00066579,0.00087548,0.00071843,0.00076609,0.00073522,0.00071406,0.00080324,0.00075548,0.00076754,0.00081198,0.00075675,0.00085427,0.00084207,0.0008151,0.00085779,0.00082513
11,0.00017194,0.00045924,0.00096308,0.00069794,0.00079384,0.00020292,0.00088926,0.0010622,0.00086184,0.00092826,0.00075777,0.00041174,0.00079774,0.00087599,0.0009307,0.00073806,0.00085462,0.00085068,0.00087135,0.00089643,0.00078951,0.00084048,0.00082295,0.0007817,0.00083691,0.00074216,0.00075468,0.0007849,0.0007375,0.00078026
12,0.00010976,4.6219e-05,4.7434e-05,5.6169e-05,4.7806e-05,0.00011855,5.8263e-05,4.9924e-05,5.5524e-05,5.0387e-05,6.6649e-05,5.8489e-05,6.219e-05,5.718e-05,5.0611e-05,7.8586e-05,5.515e-05,6.2934e-05,5.6203e-05,5.4776e-05,5.643e-05,5.3765e-05,5.546e-05,5.9006e-05,5.405e-05,6.0428e-05,6.1473e-05,6.1292e-05,6.7811e-05,6.5305e-05
13,0.00020967,0.00013559,0.00010582,0.00011031,0.00012317,9.8892e-05,0.00013651,0.00013551,0.00011768,0.00013398,0.0001307,0.00012552,0.00011605,0.00011298,0.00012334,9.6198e-05,0.00012487,0.00011434,0.00011949,0.00012053,0.00012004,0.00012223,0.00012225,0.00011619,0.00012202,0.00011613,0.00011466,0.00011288,0.00010833,0.00011137
14,7.0199e-06,8.897e-06,4.5197e-06,7.4337e-06,8.8478e-06,5.247e-06,8.2736e-06,5.9975e-06,6.0445e-06,4.7622e-06,6.4617e-06,8.0459e-06,4.5516e-06,4.6551e-06,5.9895e-06,4.6912e-06,4.703e-06,4.9868e-06,4.5921e-06,4.8855e-06,3.9473e-06,4.3941e-06,4.1939e-06,4.2821e-06,4.6724e-06,4.3144e-06,4.4948e-06,4.2916e-06,3.8568e-06,4.6377e-06
