,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,101.35,101.19,100.56,102.16,100.38,100.91,101.47,101.22,101.22,101.13,101.28,101.46,101.05,101.0,101.49,101.31,101.27,101.12,101.19,101.18,101.36,101.29,101.26,101.25,101.26,101.2,101.32,101.32,101.19,101.16,101.24,101.22,101.3
1,-144.04,-143.65,-143.48,-144.79,-143.49,-143.75,-144.37,-144.09,-144.06,-143.97,-144.2,-144.28,-143.92,-143.86,-144.24,-144.21,-144.11,-144.02,-144.07,-144.01,-144.18,-144.14,-144.09,-144.11,-144.11,-144.06,-144.17,-144.12,-144.04,-144.01,-144.09,-144.08,-144.14
2,-18.605,-18.842,-18.432,-18.702,-18.249,-18.502,-18.455,-18.465,-18.494,-18.499,-18.423,-18.514,-18.479,-18.472,-18.579,-18.44,-18.493,-18.439,-18.468,-18.505,-18.523,-18.49,-18.514,-18.482,-18.485,-18.48,-18.485,-18.534,-18.485,-18.488,-18.487,-18.478,-18.497
3,-0.5869,-0.59218,-0.56566,-0.5736,-0.54846,-0.56941,-0.55533,-0.56534,-0.56849,-0.56978,-0.56699,-0.5712,-0.56403,-0.56822,-0.57418,-0.56227,-0.56684,-0.56285,-0.56662,-0.5713,-0.57011,-0.56725,-0.56881,-0.56632,-0.56867,-0.56701,-0.56682,-0.57164,-0.56714,-0.5693,-0.5677,-0.5665,-0.5692
4,-0.0032167,-0.0033552,-0.0031686,-0.0032307,-0.0030641,-0.00319,-0.0030991,-0.0031672,-0.003189,-0.0031967,-0.0031867,-0.0031835,-0.0031655,-0.0031872,-0.0032126,-0.0031583,-0.0031844,-0.003166,-0.0031677,-0.0032048,-0.0031914,-0.0031807,-0.0031881,-0.0031761,-0.0031912,-0.0031804,-0.0031781,-0.003201,-0.0031761,-0.0031882,-0.0031825,-0.0031755,-0.0031881
5,7.853,7.7702,7.8268,7.7977,7.8143,7.8222,7.8212,7.816,7.8186,7.8173,7.8187,7.8162,7.8194,7.8184,7.8166,7.8168,7.8171,7.817,7.8173,7.8172,7.8173,7.8172,7.8174,7.8172,7.8173,7.8173,7.8173,7.8172,7.8173,7.8172,7.8172,7.8172,7.8172
6,0.35144,0.39045,0.35319,0.37306,0.37192,0.36442,0.36773,0.36672,0.36649,0.36794,0.36701,0.3665,0.36666,0.36706,0.36778,0.36833,0.36787,0.36797,0.36791,0.36801,0.368,0.36794,0.36786,0.36798,0.3679,0.36785,0.36795,0.3679,0.36795,0.36793,0.36796,0.36797,0.36794
7,0.064471,0.064683,0.065087,0.060569,0.061734,0.061713,0.060024,0.061022,0.06044,0.059204,0.061197,0.060952,0.060297,0.06051,0.060725,0.060754,0.060503,0.06056,0.060623,0.060648,0.060516,0.060517,0.060584,0.060606,0.060644,0.060618,0.060647,0.060601,0.060636,0.06065,0.060632,0.060585,0.060646
8,-0.0003382,0.00061474,-6.7894e-05,0.0019076,0.0014135,0.0011072,0.0020659,0.0016271,0.0018987,0.0026726,0.0014835,0.0016258,0.001939,0.001807,0.0017329,0.00174,0.0018638,0.0018354,0.0017916,0.0017643,0.001833,0.0018403,0.0018171,0.0018062,0.0017927,0.001794,0.0017698,0.0018158,0.0017859,0.0017968,0.0017981,0.0017897,0.0017854
9,-2.1867e-05,-9.7164e-05,-4.3131e-05,-5.6966e-05,-8.5503e-05,-8.0591e-05,3.901e-05,-0.00010622,-4.3658e-05,-3.3695e-05,-0.00012155,-7.7279e-05,-9.6399e-05,-3.8275e-05,-5.191e-05,-4.6285e-05,-3.922e-05,-5.7732e-05,-6.8837e-05,-5.8442e-05,-5.3847e-05,-3.9465e-05,-5.3013e-05,-5.2786e-05,-5.5433e-05,-4.4844e-05,-3.5995e-05,-6.2488e-05,-6.5433e-05,-5.8284e-05,-6.7207e-05,-3.7263e-05,-5.7045e-05
10,0.00012838,8.1104e-05,3.9198e-05,0.00021032,0.00029709,0.00025055,0.00039999,0.00032284,0.00041684,0.00051077,0.00035892,0.00037141,0.00044702,0.00039987,0.00039304,0.00040126,0.00040936,0.00041943,0.00042317,0.00041913,0.00042279,0.00041669,0.00041585,0.00041444,0.00041558,0.00040956,0.00040148,0.00041864,0.00041974,0.0004148,0.00042078,0.0004069,0.00041575
11,2.7505e-05,8.1148e-05,1.3817e-05,2.1749e-05,1.7597e-05,1.8912e-05,2.5293e-05,1.7723e-05,1.583e-05,1.557e-05,2.4091e-05,1.5454e-05,2.3573e-05,2.7304e-05,4.3857e-05,2.9753e-05,3.402e-05,1.8672e-05,3.8714e-05,4.4554e-05,4.1976e-05,4.4737e-05,3.4747e-05,4.2588e-05,4.2874e-05,2.8499e-05,3.6352e-05,4.0959e-05,3.3232e-05,4.4133e-05,3.5583e-05,2.9314e-05,3.3992e-05
12,3.4261e-05,3.1648e-06,2.9641e-05,3.2937e-05,3.3569e-05,3.8052e-05,1.9486e-05,3.0519e-05,2.9269e-05,2.7008e-05,2.5859e-05,2.8847e-05,1.8468e-05,1.7563e-05,-6.1792e-07,1.4322e-05,9.7973e-06,2.5233e-05,5.5021e-06,1.2761e-07,2.173e-06,-1.8262e-06,9.127e-06,9.4746e-07,8.965e-07,1.5722e-05,8.2897e-06,2.346e-06,1.0843e-05,-7.8047e-07,8.2851e-06,1.5394e-05,1.0266e-05
13,8.6403e-07,,2.8659e-06,4.6242e-06,-1.9428e-07,-8.7817e-07,-8.6711e-07,-1.1287e-06,-1.7368e-06,-1.5661e-06,-1.9968e-06,-1.4971e-06,-1.8481e-06,-1.9886e-06,,-2.1857e-06,,-1.9658e-06,,,,,,,,-2.2403e-06,,,-2.261e-06,,,-2.2331e-06,-2.2859e-06
