128	-8.947485375
200	-8.94255625
288	-8.941420875
288	-8.941420875
486	-8.9437615
784	-8.943632375
1024	-8.94305875
1296	-8.94358325
1444	-8.943474875
1800	-8.94336625
1936	-8.943419375
2304	-8.9433805
2400	-8.9434875
3584	-8.9435905
4704	-8.94344875
6144	-8.943401
7200	-8.943418
8192	-8.943406625
9600	-8.943436125
10816	-8.943398125
12250	-8.94341425
12960	-8.943414875
14256	-8.9434095
15488	-8.943412625
16384	-8.943414625
17640	-8.943418625
19200	-8.9434125
20000	-8.9434145
21160	-8.94341525
22472	-8.943414875
23400	-8.943408375
34992	-8.94341525
47068	-8.943415375
58800	-8.943415375
69984	-8.9434155
81920	-8.943415625
93312	-8.943415375
