,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,74.234,74.989,73.949,73.953,74.592,74.549,73.913,74.503,74.313,74.096,74.121,74.316,74.758,74.162,74.297,74.448,74.429,74.43,74.399,74.287,74.269,74.357,74.307,74.284,74.299,74.237,74.371,74.277,74.308,74.31,74.322,74.277,74.296
1,-111.94,-112.35,-111.52,-111.57,-112.17,-112.09,-111.66,-112.1,-111.94,-111.73,-111.79,-111.93,-112.23,-111.86,-111.89,-112.03,-112.02,-112.06,-111.99,-111.91,-111.92,-111.95,-111.94,-111.9,-111.94,-111.89,-111.99,-111.92,-111.9,-111.92,-111.95,-111.91,-111.91
2,-13.546,-13.868,-13.666,-13.631,-13.671,-13.707,-13.51,-13.656,-13.635,-13.621,-13.585,-13.642,-13.774,-13.563,-13.66,-13.672,-13.663,-13.627,-13.661,-13.637,-13.605,-13.667,-13.62,-13.643,-13.618,-13.607,-13.637,-13.62,-13.664,-13.644,-13.627,-13.626,-13.642
3,-0.31086,-0.33965,-0.33299,-0.33388,-0.33334,-0.33649,-0.32838,-0.33295,-0.33102,-0.33302,-0.32957,-0.33446,-0.33827,-0.32835,-0.33321,-0.33253,-0.33506,-0.33186,-0.33385,-0.3323,-0.33135,-0.33395,-0.33168,-0.33339,-0.33135,-0.33155,-0.33304,-0.33166,-0.33427,-0.33367,-0.33071,-0.33254,-0.33298
4,-0.0012219,-0.0013751,-0.0013639,-0.0013687,-0.0013444,-0.0013701,-0.0013393,-0.0013557,-0.001354,-0.0013446,-0.0013449,-0.001361,-0.0013752,-0.0013395,-0.0013625,-0.0013508,-0.0013634,-0.0013518,-0.0013612,-0.0013495,-0.0013486,-0.0013591,-0.0013506,-0.0013583,-0.0013491,-0.0013509,-0.0013536,-0.0013496,-0.001361,-0.0013576,-0.001346,-0.0013544,-0.0013552
5,6.4317,6.5018,6.482,6.4969,6.5052,6.5039,6.5084,6.5103,6.5039,6.5052,6.5066,6.5069,6.5066,6.506,6.5069,6.5074,6.5074,6.5073,6.5071,6.5069,6.507,6.507,6.5069,6.5069,6.507,6.507,6.5069,6.507,6.507,6.5071,6.507,6.507,6.507
6,0.32526,0.27889,0.30587,0.30153,0.30654,0.31677,0.3107,0.31081,0.31665,0.31525,0.31279,0.31213,0.31462,0.31379,0.3138,0.3133,0.31293,0.31318,0.31336,0.31352,0.31339,0.31338,0.31338,0.31342,0.31325,0.3134,0.31347,0.31341,0.31343,0.31337,0.31339,0.31344,0.31344
7,0.057496,0.04832,0.05213,0.051651,0.051599,0.049695,0.051778,0.04941,0.0516,0.050732,0.049494,0.051498,0.050708,0.050956,0.050721,0.050845,0.051059,0.050656,0.050942,0.051007,0.05092,0.050763,0.050786,0.050839,0.050806,0.050801,0.050821,0.050849,0.050865,0.050851,0.050831,0.050834,0.050826
8,-0.00092836,0.0011868,0.00072308,0.00050308,0.00097415,0.0028015,0.0012081,0.0027198,0.001558,0.0020461,0.00278,0.0014732,0.0021211,0.0018152,0.0020365,0.0018853,0.0017572,0.0020276,0.0018368,0.0017902,0.0018546,0.0019572,0.0019375,0.0019104,0.0019256,0.0019317,0.0019252,0.0019158,0.0018889,0.0019002,0.0019124,0.001914,0.0019177
9,0.00049789,2.433e-05,-3.5496e-05,-9.6189e-05,1.1523e-05,6.0921e-05,-4.7194e-05,-5.1129e-05,-8.9381e-05,-6.2498e-05,-5.0158e-05,-7.9805e-05,-5.9097e-05,-7.9035e-05,-4.3958e-05,-7.632e-05,-6.5542e-05,-4.5228e-05,-8.1179e-05,-5.4493e-05,-7.4847e-05,-4.849e-05,-5.9228e-05,6.4629e-06,-7.6391e-05,-6.3876e-05,-5.6038e-05,-6.3453e-05,-5.123e-05,-4.848e-05,-6.1355e-05,-5.854e-05,-6.0029e-05
10,0.00014136,0.00019578,0.00020938,0.00023399,0.00016139,0.0001921,0.00021003,0.00027649,0.00024086,0.00021537,0.00028102,0.00023319,0.00024899,0.0002537,0.00023582,0.00025025,0.00022748,0.00023919,0.00024576,0.00022455,0.00024838,0.00023157,0.00025177,0.00017854,0.00024455,0.00023955,0.00023275,0.00023968,0.00022872,0.00022524,0.00024896,0.00023466,0.0002356
11,3.1621e-05,1.3013e-05,2.7776e-05,2.3575e-05,3.2542e-05,1.9806e-05,1.2101e-05,9.6816e-06,2.7187e-05,5.8805e-05,1.6935e-05,2.5554e-05,2.4056e-05,1.6473e-05,9.6229e-06,2.3689e-05,2.0242e-05,9.5453e-06,2.8263e-05,1.9165e-05,2.3796e-05,1.6329e-05,9.5509e-06,9.9319e-06,2.871e-05,2.2445e-05,2.0709e-05,2.206e-05,1.7621e-05,1.8934e-05,9.4303e-06,2.1303e-05,2.1741e-05
12,2.7511e-05,2.4102e-05,7.8983e-06,3.206e-05,6.0885e-06,6.7193e-06,2.7924e-05,,2.7331e-05,2.1175e-05,2.0851e-05,2.6664e-05,2.1823e-05,2.5575e-05,,2.5177e-05,2.6394e-05,,2.4786e-05,2.5746e-05,2.4539e-05,2.463e-05,,,2.4597e-05,2.4717e-05,2.4923e-05,2.4865e-05,2.5079e-05,2.4887e-05,,2.504e-05,2.5017e-05
13,3.5005e-06,-2.7667e-07,,-2.7817e-07,,,-2.0633e-06,,-2.6443e-06,-2.4193e-06,-2.2035e-06,-1.8061e-06,-2.6659e-06,-2.1567e-06,,-2.1767e-06,-1.8606e-06,,-1.9433e-06,-1.8858e-06,-2.1178e-06,-1.9573e-06,,,-1.8768e-06,-1.9013e-06,-1.8609e-06,-1.8835e-06,-1.9653e-06,-1.8668e-06,,-1.8643e-06,-1.8554e-06
